name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Macrococcus canis	1855823	S	93	-93	0	0.00000
Macrococcus caseolyticus	69966	S	67	-67	0	0.00000
Macrococcus sp. IME1552	1898474	S	54	-54	0	0.00000
Salinicoccus halodurans	407035	S	98	-98	0	0.00000
Jeotgalicoccus saudimassiliensis	1461582	S	31	-31	0	0.00000
Auricoccus indicus	1849491	S	24	-24	0	0.00000
Bacillus sp. BD59S	2499213	S	387	-387	0	0.00000
Bacillus sp. FJAT-42376	2014076	S	203	-203	0	0.00000
Bacillus sp. FJAT-18017	1705566	S	164	-164	0	0.00000
Bacillus sp. Y1	352858	S	120	-120	0	0.00000
Bacillus sp. DSL-17	2567941	S	117	-117	0	0.00000
Bacillus sp. 1NLA3E	666686	S	114	-114	0	0.00000
Bacillus sp. THAF10	2587848	S	109	-109	0	0.00000
Bacillus sp. FJAT-22090	1581038	S	100	-100	0	0.00000
Bacillus sp. X1(2014)	1565991	S	96	-96	0	0.00000
Bacillus sp. NSP9.1	1071078	S	94	-94	0	0.00000
Bacillus sp. KH172YL63	2709784	S	85	-85	0	0.00000
Bacillus sp. SB49	1071080	S	85	-85	0	0.00000
Bacillus sp. S3	486398	S	84	-84	0	0.00000
Bacillus sp. HD4P25	2779776	S	80	-80	0	0.00000
Bacillus sp. M4U3P1	2592382	S	79	-79	0	0.00000
Bacillus sp. OxB-1	98228	S	71	-71	0	0.00000
Bacillus sp. FJAT-45348	2011012	S	66	-66	0	0.00000
Bacillus sp. CS13	2728853	S	57	-57	0	0.00000
Bacillus sp. PAMC26568	2760090	S	56	-56	0	0.00000
Bacillus sp. N1-1	2682541	S	48	-48	0	0.00000
Bacillus sp. Cs-700	2589818	S	47	-47	0	0.00000
Bacillus sp. ms-22	2683680	S	21	-21	0	0.00000
Bacillus sp. WP8	756828	S	20	-20	0	0.00000
Bacillus sp. Pc3	1446792	S	11	-11	0	0.00000
Bacillus cereus	1396	S	251	-251	0	0.00000
Bacillus thuringiensis	1428	S	240	-240	0	0.00000
Bacillus cytotoxicus	580165	S	133	-133	0	0.00000
Bacillus luti	2026191	S	68	-68	0	0.00000
Bacillus pseudomycoides	64104	S	64	-64	0	0.00000
Bacillus anthracis	1392	S	52	-52	0	0.00000
Bacillus mycoides	1405	S	44	-44	0	0.00000
Bacillus sp. ABP14	1892404	S	21	-21	0	0.00000
Bacillus paranthracis	2026186	S	14	-14	0	0.00000
Bacillus velezensis	492670	S	137	-137	0	0.00000
Bacillus amyloliquefaciens	1390	S	75	-75	0	0.00000
Bacillus subtilis	1423	S	197	-197	0	0.00000
Bacillus mojavensis	72360	S	113	-113	0	0.00000
Bacillus paralicheniformis	1648923	S	79	-79	0	0.00000
Bacillus sonorensis	119858	S	76	-76	0	0.00000
Bacillus vallismortis	72361	S	63	-63	0	0.00000
Bacillus tequilensis	227866	S	32	-32	0	0.00000
Bacillus atrophaeus	1452	S	30	-30	0	0.00000
Bacillus licheniformis	1402	S	11	-11	0	0.00000
Bacillus megaterium	1404	S	269	-269	0	0.00000
Bacillus circulans	1397	S	253	-253	0	0.00000
Bacillus pumilus	1408	S	197	-197	0	0.00000
Bacillus marisflavi	189381	S	184	-184	0	0.00000
Bacillus freudenreichii	1783501	S	168	-168	0	0.00000
Bacillus coagulans	1398	S	165	-165	0	0.00000
Bacillus dafuensis	1742359	S	148	-148	0	0.00000
Bacillus infantis	324767	S	145	-145	0	0.00000
Bacillus flexus	86664	S	141	-141	0	0.00000
Bacillus ciccensis	1670641	S	121	-121	0	0.00000
Bacillus glycinifermentans	1664069	S	112	-112	0	0.00000
Bacillus vietnamensis	218284	S	106	-106	0	0.00000
Bacillus beveridgei	632773	S	104	-104	0	0.00000
Bacillus filamentosus	1402861	S	103	-103	0	0.00000
Bacillus horikoshii	79883	S	88	-88	0	0.00000
Bacillus methanolicus	1471	S	74	-74	0	0.00000
Bacillus thermoamylovorans	35841	S	74	-74	0	0.00000
Bacillus cellulosilyticus	1413	S	73	-73	0	0.00000
Bacillus altitudinis	293387	S	65	-65	0	0.00000
Bacillus weihaiensis	1547283	S	60	-60	0	0.00000
Bacillus smithii	1479	S	55	-55	0	0.00000
Bacillus safensis	561879	S	49	-49	0	0.00000
Bacillus gobiensis	1441095	S	47	-47	0	0.00000
Bacillus lentus	1467	S	43	-43	0	0.00000
Bacillus cohnii	33932	S	39	-39	0	0.00000
Bacillus haynesii	1925021	S	27	-27	0	0.00000
Bacillus miscanthi	2598861	S	26	-26	0	0.00000
[Brevibacterium] frigoritolerans	450367	S	12	-12	0	0.00000
Virgibacillus sp. Bac332	2419842	S	95	-95	0	0.00000
Virgibacillus sp. 6R	1911587	S	86	-86	0	0.00000
Virgibacillus sp. MSP4-1	2700081	S	64	-64	0	0.00000
Virgibacillus sp. Bac330	2419841	S	46	-46	0	0.00000
Virgibacillus sp. SK37	403957	S	26	-26	0	0.00000
Virgibacillus phasianinus	2017483	S	86	-86	0	0.00000
Virgibacillus halodenitrificans	1482	S	85	-85	0	0.00000
Virgibacillus necropolis	163877	S	59	-59	0	0.00000
Virgibacillus dokdonensis	302167	S	21	-21	0	0.00000
Lysinibacillus sp. 2017	2169540	S	104	-104	0	0.00000
Lysinibacillus sp. SGAir0095	2070463	S	74	-74	0	0.00000
Lysinibacillus sp. YS11	2072025	S	27	-27	0	0.00000
Lysinibacillus timonensis	2086577	S	47	-47	0	0.00000
Lysinibacillus sphaericus	1421	S	40	-40	0	0.00000
Lysinibacillus fusiformis	28031	S	40	-40	0	0.00000
Peribacillus muralis	264697	S	145	-145	0	0.00000
Peribacillus butanolivorans	421767	S	124	-124	0	0.00000
Peribacillus simplex	1478	S	77	-77	0	0.00000
Peribacillus asahii	228899	S	41	-41	0	0.00000
Alkalihalobacillus clausii	79880	S	136	-136	0	0.00000
Alkalihalobacillus pseudofirmus	79885	S	99	-99	0	0.00000
Alkalihalobacillus halodurans	86665	S	70	-70	0	0.00000
Alkalihalobacillus krulwichiae	199441	S	42	-42	0	0.00000
Alkalihalobacillus lehensis	300825	S	34	-34	0	0.00000
Geobacillus sp. 46C-IIa	1963025	S	14	-14	0	0.00000
Geobacillus sp. 44B	1963023	S	12	-12	0	0.00000
Geobacillus subterraneus	129338	S	59	-59	0	0.00000
Geobacillus thermodenitrificans	33940	S	30	-30	0	0.00000
Geobacillus thermocatenulatus	33938	S	15	-15	0	0.00000
Geobacillus genomosp. 3	1921421	S	22	-22	0	0.00000
Geobacillus stearothermophilus	1422	S	15	-15	0	0.00000
Oceanobacillus iheyensis	182710	S	138	-138	0	0.00000
Oceanobacillus sp. 160	2052660	S	86	-86	0	0.00000
Oceanobacillus kimchii	746691	S	54	-54	0	0.00000
Mesobacillus foraminis	279826	S	124	-124	0	0.00000
Mesobacillus jeotgali	129985	S	119	-119	0	0.00000
Anoxybacillus caldiproteolyticus	247480	S	61	-61	0	0.00000
Anoxybacillus amylolyticus	294699	S	60	-60	0	0.00000
Anoxybacillus flavithermus	33934	S	35	-35	0	0.00000
Cytobacillus oceanisediminis	665099	S	141	-141	0	0.00000
Cytobacillus kochii	859143	S	98	-98	0	0.00000
Neobacillus mesonae	1193713	S	147	-147	0	0.00000
Neobacillus thermocopriae	1215031	S	74	-74	0	0.00000
Lentibacillus sp. CBA3610	2518176	S	115	-115	0	0.00000
Lentibacillus amyloliquefaciens	1472767	S	99	-99	0	0.00000
Halobacillus litoralis	45668	S	84	-84	0	0.00000
Halobacillus halophilus	1570	S	68	-68	0	0.00000
Halobacillus mangrovi	402384	S	48	-48	0	0.00000
Fictibacillus arsenicus	255247	S	103	-103	0	0.00000
Fictibacillus phosphorivorans	1221500	S	61	-61	0	0.00000
Metabacillus litoralis	152268	S	95	-95	0	0.00000
Metabacillus sp. KUDC1714	2745198	S	75	-75	0	0.00000
Salicibibacter kimchii	2099786	S	103	-103	0	0.00000
Salicibibacter halophilus	2502791	S	22	-22	0	0.00000
Psychrobacillus glaciei	2283160	S	95	-95	0	0.00000
Pradoshia sp. D12	2651284	S	93	-93	0	0.00000
Pontibacillus sp. HMF3514	2692425	S	92	-92	0	0.00000
Salimicrobium jeotgali	1230341	S	83	-83	0	0.00000
Terribacillus goriensis	386490	S	78	-78	0	0.00000
Aeribacillus pallidus	33936	S	77	-77	0	0.00000
Anaerobacillus isosaccharinicus	1532552	S	58	-58	0	0.00000
Amphibacillus xylanus	1449	S	54	-54	0	0.00000
Gracilibacillus sp. SCU50	2663022	S	52	-52	0	0.00000
Radiobacillus deserti	2594883	S	45	-45	0	0.00000
Parageobacillus genomosp. 1	1295642	S	29	-29	0	0.00000
Parageobacillus thermoglucosidasius	1426	S	13	-13	0	0.00000
Paraliobacillus sp. X-1125	2213194	S	42	-42	0	0.00000
Paenibacillus sp. E222	2748863	S	214	-214	0	0.00000
Paenibacillus sp. FSL R7-0331	1536773	S	166	-166	0	0.00000
Paenibacillus sp. FSL H7-0357	1536774	S	145	-145	0	0.00000
Paenibacillus sp. DCT19	2211212	S	143	-143	0	0.00000
Paenibacillus sp. CAA11	1532905	S	126	-126	0	0.00000
Paenibacillus sp. PAMC21692	2762320	S	123	-123	0	0.00000
Paenibacillus sp. 32O-W	1695218	S	118	-118	0	0.00000
Paenibacillus sp. IHB B 3084	867076	S	114	-114	0	0.00000
Paenibacillus sp. BIHB4019	1870819	S	110	-110	0	0.00000
Paenibacillus sp. HB172198	2565926	S	107	-107	0	0.00000
Paenibacillus sp. JNUCC-31	2777983	S	103	-103	0	0.00000
Paenibacillus sp. JDR-2	324057	S	100	-100	0	0.00000
Paenibacillus sp. FSL R5-0345	1536770	S	98	-98	0	0.00000
Paenibacillus sp. URB8-2	2741301	S	95	-95	0	0.00000
Paenibacillus sp. FSL R5-0912	1536771	S	85	-85	0	0.00000
Paenibacillus sp. RUD330	2023772	S	83	-83	0	0.00000
Paenibacillus sp. FSL R7-0273	1536772	S	81	-81	0	0.00000
Paenibacillus sp. B01	2660554	S	77	-77	0	0.00000
Paenibacillus sp. FSL P4-0081	1536769	S	72	-72	0	0.00000
Paenibacillus sp. IHBB 10380	1566358	S	67	-67	0	0.00000
Paenibacillus sp. UniB2	2726185	S	66	-66	0	0.00000
Paenibacillus sp. JZ16	1906272	S	63	-63	0	0.00000
Paenibacillus sp. 37	2607911	S	60	-60	0	0.00000
Paenibacillus sp. FSL H7-0737	1536775	S	57	-57	0	0.00000
Paenibacillus sp. Cedars	1980674	S	25	-25	0	0.00000
Paenibacillus sp. JNUCC-32	2777984	S	22	-22	0	0.00000
Paenibacillus sp. Y412MC10	481743	S	22	-22	0	0.00000
Paenibacillus polymyxa	1406	S	255	-255	0	0.00000
Paenibacillus donghaensis	414771	S	254	-254	0	0.00000
Paenibacillus larvae	1464	S	191	-191	0	0.00000
Paenibacillus bovis	1616788	S	179	-179	0	0.00000
Paenibacillus chitinolyticus	79263	S	176	-176	0	0.00000
Paenibacillus cellulositrophicus	562959	S	174	-174	0	0.00000
Paenibacillus physcomitrellae	1619311	S	167	-167	0	0.00000
Paenibacillus mucilaginosus	61624	S	167	-167	0	0.00000
Paenibacillus lentus	1338368	S	162	-162	0	0.00000
Paenibacillus psychroresistens	1778678	S	155	-155	0	0.00000
Paenibacillus guangzhouensis	1473112	S	150	-150	0	0.00000
Paenibacillus barcinonensis	198119	S	149	-149	0	0.00000
Paenibacillus odorifer	189426	S	144	-144	0	0.00000
Paenibacillus antarcticus	253703	S	132	-132	0	0.00000
Paenibacillus ihbetae	1870820	S	130	-130	0	0.00000
Paenibacillus xylanilyticus	248903	S	130	-130	0	0.00000
Paenibacillus lutimineralis	2707005	S	123	-123	0	0.00000
Paenibacillus protaetiae	2509456	S	122	-122	0	0.00000
Paenibacillus durus	44251	S	119	-119	0	0.00000
Paenibacillus borealis	160799	S	119	-119	0	0.00000
Paenibacillus cellulosilyticus	375489	S	113	-113	0	0.00000
Paenibacillus beijingensis	1126833	S	113	-113	0	0.00000
Paenibacillus sabinae	365617	S	110	-110	0	0.00000
Paenibacillus rhizovicinus	2704463	S	110	-110	0	0.00000
Paenibacillus yonginensis	1462996	S	110	-110	0	0.00000
Paenibacillus naphthalenovorans	162209	S	105	-105	0	0.00000
Paenibacillus thiaminolyticus	49283	S	101	-101	0	0.00000
Paenibacillus riograndensis	483937	S	90	-90	0	0.00000
Paenibacillus stellifer	169760	S	90	-90	0	0.00000
Paenibacillus albus	2495582	S	87	-87	0	0.00000
Paenibacillus alvei	44250	S	80	-80	0	0.00000
Paenibacillus graminis	189425	S	77	-77	0	0.00000
Paenibacillus baekrokdamisoli	1712516	S	76	-76	0	0.00000
Paenibacillus lycopersici	2704462	S	68	-68	0	0.00000
Paenibacillus crassostreae	1763538	S	66	-66	0	0.00000
Paenibacillus swuensis	1178515	S	64	-64	0	0.00000
Paenibacillus brasilensis	128574	S	59	-59	0	0.00000
Paenibacillus jilunlii	682956	S	50	-50	0	0.00000
Paenibacillus xylanexedens	528191	S	50	-50	0	0.00000
Paenibacillus kribbensis	172713	S	47	-47	0	0.00000
Paenibacillus terrae	159743	S	46	-46	0	0.00000
Paenibacillus lautus	1401	S	40	-40	0	0.00000
Paenibacillus glucanolyticus	59843	S	39	-39	0	0.00000
Paenibacillus peoriae	59893	S	37	-37	0	0.00000
Brevibacillus brevis	1393	S	223	-223	0	0.00000
Brevibacillus sp. SCSIO 07484	2496837	S	75	-75	0	0.00000
Brevibacillus sp. JNUCC-41	2778370	S	69	-69	0	0.00000
Brevibacillus sp. 7WMA2	2683193	S	16	-16	0	0.00000
Brevibacillus laterosporus	1465	S	142	-142	0	0.00000
Brevibacillus agri	51101	S	78	-78	0	0.00000
Brevibacillus formosus	54913	S	26	-26	0	0.00000
Cohnella abietis	2507935	S	110	-110	0	0.00000
Cohnella sp. KS 22	2598458	S	56	-56	0	0.00000
Cohnella sp. MFER-1	2728023	S	41	-41	0	0.00000
Cohnella candidum	2674991	S	80	-80	0	0.00000
Aneurinibacillus soli	1500254	S	118	-118	0	0.00000
Aneurinibacillus sp. XH2	1450761	S	80	-80	0	0.00000
Saccharibacillus brassicae	2583377	S	137	-137	0	0.00000
Thermobacillus composti	377615	S	52	-52	0	0.00000
Sporosarcina ureae	1571	S	629	-629	0	0.00000
Sporosarcina sp. PTS2304	2283194	S	41	-41	0	0.00000
Sporosarcina sp. P37	1930546	S	17	-17	0	0.00000
Sporosarcina pasteurii	1474	S	45	-45	0	0.00000
Sporosarcina ureilytica	298596	S	18	-18	0	0.00000
Planococcus sp. MB-3u-03	2058136	S	231	-231	0	0.00000
Planococcus sp. Y42	2213202	S	108	-108	0	0.00000
Planococcus sp. PAMC 21323	1526927	S	42	-42	0	0.00000
Planococcus halocryophilus	1215089	S	96	-96	0	0.00000
Planococcus versutus	1302659	S	67	-67	0	0.00000
Planococcus donghaensis	414778	S	39	-39	0	0.00000
Planococcus maritimus	192421	S	37	-37	0	0.00000
Planococcus dechangensis	1176255	S	31	-31	0	0.00000
Planococcus faecalis	1598147	S	31	-31	0	0.00000
Planococcus rifietoensis	200991	S	25	-25	0	0.00000
Planococcus plakortidis	1038856	S	25	-25	0	0.00000
Planococcus kocurii	1374	S	24	-24	0	0.00000
Planococcus antarcticus	161360	S	23	-23	0	0.00000
Solibacillus silvestris	76853	S	198	-198	0	0.00000
Solibacillus sp. R5-41	2048654	S	98	-98	0	0.00000
Kurthia sp. 11kri321	1750719	S	142	-142	0	0.00000
Kurthia zopfii	1650	S	70	-70	0	0.00000
Jeotgalibacillus malaysiensis	1508404	S	134	-134	0	0.00000
Paenisporosarcina sp. K2R23-3	2320858	S	75	-75	0	0.00000
Paenisporosarcina antarctica	417367	S	47	-47	0	0.00000
Rummeliibacillus stabekisii	241244	S	110	-110	0	0.00000
Planomicrobium glaciei	459472	S	85	-85	0	0.00000
Ureibacillus thermosphaericus	51173	S	45	-45	0	0.00000
Viridibacillus sp. JNUCC-6	2779527	S	36	-36	0	0.00000
Exiguobacterium sp. N4-1P	2051906	S	84	-84	0	0.00000
Exiguobacterium sp. Helios	2735868	S	66	-66	0	0.00000
Exiguobacterium sp. AT1b	360911	S	54	-54	0	0.00000
Exiguobacterium sp. MH3	1399115	S	28	-28	0	0.00000
Exiguobacterium mexicanum	340146	S	82	-82	0	0.00000
Exiguobacterium antarcticum	132920	S	58	-58	0	0.00000
Exiguobacterium sibiricum	332410	S	23	-23	0	0.00000
Exiguobacterium acetylicum	41170	S	15	-15	0	0.00000
Gemella morbillorum	29391	S	150	-150	0	0.00000
Gemella sanguinis	84135	S	115	-115	0	0.00000
Gemella haemolysans	1379	S	89	-89	0	0.00000
Gemella sp. oral taxon 928	1785995	S	16	-16	0	0.00000
Listeria monocytogenes	1639	S	348	-348	0	0.00000
Listeria weihenstephanensis	1006155	S	132	-132	0	0.00000
Listeria grayi	1641	S	69	-69	0	0.00000
Listeria sp. PSOL-1	1844999	S	50	-50	0	0.00000
Listeria ivanovii	1638	S	47	-47	0	0.00000
Listeria seeligeri	1640	S	47	-47	0	0.00000
Listeria welshimeri	1643	S	25	-25	0	0.00000
Listeria innocua	1642	S	21	-21	0	0.00000
Brochothrix thermosphacta	2756	S	135	-135	0	0.00000
Kroppenstedtia eburnea	714067	S	79	-79	0	0.00000
Kroppenstedtia pulmonis	1380685	S	56	-56	0	0.00000
Thermoactinomyces vulgaris	2026	S	81	-81	0	0.00000
Staphylospora marina	2490858	S	64	-64	0	0.00000
Laceyella sacchari	37482	S	43	-43	0	0.00000
Novibacillus thermophilus	1471761	S	17	-17	0	0.00000
Tumebacillus algifaecis	1214604	S	99	-99	0	0.00000
Tumebacillus avium	1903704	S	73	-73	0	0.00000
Alicyclobacillus acidocaldarius	405212	S	91	-91	0	0.00000
Kyrpidia tusciae	33943	S	22	-22	0	0.00000
Kyrpidia spormannii	2055160	S	16	-16	0	0.00000
Sporolactobacillus terrae	269673	S	72	-72	0	0.00000
Streptococcus thermophilus	1308	S	34972	-34972	0	0.00000
Streptococcus sp. oral taxon 431	712633	S	85	-85	0	0.00000
Streptococcus sp. A12	1759399	S	64	-64	0	0.00000
Streptococcus sp. HSISM1	1316408	S	62	-62	0	0.00000
Streptococcus sp. oral taxon 061	712623	S	60	-60	0	0.00000
Streptococcus sp. LPB0220	2610896	S	53	-53	0	0.00000
Streptococcus sp. Z15	2173853	S	48	-48	0	0.00000
Streptococcus sp. 116-D4	2598453	S	46	-46	0	0.00000
Streptococcus sp. NPS 308	1902136	S	34	-34	0	0.00000
Streptococcus sp. HSISS3	1316412	S	24	-24	0	0.00000
Streptococcus sp. I-P16	1156433	S	23	-23	0	0.00000
Streptococcus sp. HSISS2	1316411	S	20	-20	0	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	20	-20	0	0.00000
Streptococcus sp. I-G2	1156431	S	19	-19	0	0.00000
Streptococcus sp. 1643	2576376	S	18	-18	0	0.00000
Streptococcus sp. CNU G3	2698804	S	16	-16	0	0.00000
Streptococcus sp. oral taxon 064	712624	S	15	-15	0	0.00000
Streptococcus sp. KS 6	2598457	S	11	-11	0	0.00000
Streptococcus sp. HSISB1	1316409	S	10	-10	0	0.00000
Streptococcus suis	1307	S	747	-747	0	0.00000
Streptococcus agalactiae	1311	S	684	-684	0	0.00000
Streptococcus salivarius	1304	S	660	-660	0	0.00000
Streptococcus pyogenes	1314	S	447	-447	0	0.00000
Streptococcus pneumoniae	1313	S	382	-382	0	0.00000
Streptococcus mitis	28037	S	355	-355	0	0.00000
Streptococcus canis	1329	S	348	-348	0	0.00000
Streptococcus pasteurianus	197614	S	282	-282	0	0.00000
Streptococcus equi	1336	S	196	-196	0	0.00000
Streptococcus dysgalactiae	1334	S	55	-55	0	0.00000
Streptococcus anginosus	1328	S	115	-115	0	0.00000
Streptococcus intermedius	1338	S	82	-82	0	0.00000
Streptococcus lutetiensis	150055	S	164	-164	0	0.00000
Streptococcus sanguinis	1305	S	155	-155	0	0.00000
Streptococcus ratti	1341	S	155	-155	0	0.00000
Streptococcus oralis	1303	S	154	-154	0	0.00000
Streptococcus sobrinus	1310	S	116	-116	0	0.00000
Streptococcus parasanguinis	1318	S	115	-115	0	0.00000
Streptococcus acidominimus	1326	S	105	-105	0	0.00000
Streptococcus equinus	1335	S	105	-105	0	0.00000
Streptococcus gordonii	1302	S	103	-103	0	0.00000
Streptococcus cristatus	45634	S	99	-99	0	0.00000
Streptococcus respiraculi	2021971	S	98	-98	0	0.00000
Streptococcus pseudoporcinus	361101	S	90	-90	0	0.00000
Streptococcus pluranimalium	82348	S	88	-88	0	0.00000
Streptococcus mutans	1309	S	78	-78	0	0.00000
Streptococcus ferus	1345	S	69	-69	0	0.00000
Streptococcus uberis	1349	S	64	-64	0	0.00000
Streptococcus australis	113107	S	63	-63	0	0.00000
Streptococcus vestibularis	1343	S	63	-63	0	0.00000
Streptococcus porcinus	1340	S	62	-62	0	0.00000
Streptococcus halotolerans	1814128	S	59	-59	0	0.00000
Streptococcus iniae	1346	S	59	-59	0	0.00000
Streptococcus merionis	400065	S	53	-53	0	0.00000
Streptococcus gwangjuense	1433513	S	48	-48	0	0.00000
Streptococcus parauberis	1348	S	46	-46	0	0.00000
Streptococcus troglodytae	1111760	S	44	-44	0	0.00000
Streptococcus pseudopneumoniae	257758	S	40	-40	0	0.00000
Streptococcus pantholopis	1811193	S	40	-40	0	0.00000
Streptococcus gallolyticus	315405	S	35	-35	0	0.00000
Streptococcus infantarius	102684	S	31	-31	0	0.00000
Streptococcus koreensis	2382163	S	29	-29	0	0.00000
Streptococcus urinalis	149016	S	27	-27	0	0.00000
Streptococcus marmotae	1825069	S	21	-21	0	0.00000
Streptococcus himalayensis	1888195	S	15	-15	0	0.00000
Streptococcus periodonticum	2490633	S	10	-10	0	0.00000
Streptococcus milleri	33040	S	10	-10	0	0.00000
Lactococcus lactis	1358	S	6430	-6430	0	0.00000
Lactococcus raffinolactis	1366	S	1563	-1563	0	0.00000
Lactococcus piscium	1364	S	157	-157	0	0.00000
Lactococcus garvieae	1363	S	96	-96	0	0.00000
Lactococcus petauri	1940789	S	91	-91	0	0.00000
Lactococcus sp. KACC 19320	2592653	S	58	-58	0	0.00000
Lactococcus sp. TMW21612	2749961	S	11	-11	0	0.00000
Lactobacillus acidophilus	1579	S	19032	-19032	0	0.00000
Lactobacillus iners	147802	S	303	-303	0	0.00000
Lactobacillus delbrueckii	1584	S	172	-172	0	0.00000
Lactobacillus sp. BHWM-4	2419772	S	61	-61	0	0.00000
Lactobacillus sp. CBA3606	2099789	S	57	-57	0	0.00000
Lactobacillus sp. NFFJ11	2714036	S	19	-19	0	0.00000
Lactobacillus sp. wkB8	1545702	S	12	-12	0	0.00000
Lactobacillus jensenii	109790	S	132	-132	0	0.00000
Lactobacillus johnsonii	33959	S	110	-110	0	0.00000
Lactobacillus crispatus	47770	S	93	-93	0	0.00000
Lactobacillus amylovorus	1604	S	72	-72	0	0.00000
Lactobacillus acetotolerans	1600	S	64	-64	0	0.00000
Lactobacillus amylolyticus	83683	S	60	-60	0	0.00000
Lactobacillus dextrinicus	51664	S	58	-58	0	0.00000
Lactobacillus terrae	2269374	S	54	-54	0	0.00000
Lactobacillus kefiranofaciens	267818	S	41	-41	0	0.00000
Lactobacillus gallinarum	52242	S	33	-33	0	0.00000
Lactobacillus apis	303541	S	32	-32	0	0.00000
Lactobacillus helveticus	1587	S	31	-31	0	0.00000
Lactobacillus gasseri	1596	S	29	-29	0	0.00000
Lactobacillus kullabergensis	1218493	S	24	-24	0	0.00000
Lactobacillus paragasseri	2107999	S	14	-14	0	0.00000
Lactobacillus zeae	57037	S	13	-13	0	0.00000
Lactobacillus helsingborgensis	1218494	S	12	-12	0	0.00000
Lactobacillus curvatus	28038	S	1782	-1782	0	0.00000
Lactobacillus sakei	1599	S	109	-109	0	0.00000
Lactobacillus graminis	60519	S	40	-40	0	0.00000
Lactobacillus fuchuensis	164393	S	39	-39	0	0.00000
Lacticaseibacillus paracasei	1597	S	792	-792	0	0.00000
Lactobacillus rhamnosus	47715	S	241	-241	0	0.00000
Lactobacillus manihotivorans	88233	S	209	-209	0	0.00000
Lactobacillus casei	1582	S	84	-84	0	0.00000
Ligilactobacillus ruminis	1623	S	971	-971	0	0.00000
Ligilactobacillus salivarius	1624	S	226	-226	0	0.00000
Ligilactobacillus agilis	1601	S	86	-86	0	0.00000
Lactobacillus saerimneri	228229	S	82	-82	0	0.00000
Lactobacillus murinus	1622	S	59	-59	0	0.00000
Lactobacillus acidipiscis	89059	S	40	-40	0	0.00000
Lactobacillus animalis	1605	S	33	-33	0	0.00000
Limosilactobacillus fermentum	1613	S	132	-132	0	0.00000
Limosilactobacillus reuteri	1598	S	113	-113	0	0.00000
Lactobacillus frumenti	104955	S	72	-72	0	0.00000
Lactobacillus mucosae	97478	S	54	-54	0	0.00000
Lactobacillus pontis	35787	S	47	-47	0	0.00000
Lactobacillus vaginalis	1633	S	34	-34	0	0.00000
Lactiplantibacillus plantarum	1590	S	307	-307	0	0.00000
Lactobacillus pentosus	1589	S	58	-58	0	0.00000
Lactobacillus paraplantarum	60520	S	20	-20	0	0.00000
Lactobacillus futsaii	938155	S	52	-52	0	0.00000
Lactobacillus zhachilii	2304606	S	48	-48	0	0.00000
