name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Flavobacterium anhuiense	459526	S	77	-77	0	0.00000
Flavobacterium commune	1306519	S	38	-38	0	0.00000
Flavobacterium johnsoniae	986	S	36	-36	0	0.00000
Flavobacterium gilvum	1492737	S	36	-36	0	0.00000
Flavobacterium nitrogenifigens	1617283	S	33	-33	0	0.00000
Flavobacterium arcticum	1784713	S	21	-21	0	0.00000
Flavobacterium crocinum	2183896	S	18	-18	0	0.00000
Flavobacterium nackdongense	2547394	S	14	-14	0	0.00000
Flavobacterium kingsejongi	1678728	S	11	-11	0	0.00000
Flavobacterium faecale	1355330	S	10	-10	0	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	14	-14	0	0.00000
Capnocytophaga sputigena	1019	S	22	-22	0	0.00000
Capnocytophaga cynodegmi	28189	S	14	-14	0	0.00000
Polaribacter sp. ALD11	2058137	S	25	-25	0	0.00000
Polaribacter sp. SA4-12	1312072	S	12	-12	0	0.00000
Polaribacter vadi	1774273	S	26	-26	0	0.00000
Cellulophaga lytica	979	S	71	-71	0	0.00000
Cellulophaga baltica	76594	S	20	-20	0	0.00000
Winogradskyella forsetii	2686077	S	30	-30	0	0.00000
Winogradskyella helgolandensis	2697010	S	23	-23	0	0.00000
Winogradskyella schleiferi	2686078	S	12	-12	0	0.00000
Gramella echinicola	279359	S	19	-19	0	0.00000
Gramella flava	1486245	S	11	-11	0	0.00000
Aquimarina sp. AD10	1714849	S	24	-24	0	0.00000
Aquimarina sp. BL5	1714860	S	12	-12	0	0.00000
Tenacibaculum jejuense	584609	S	23	-23	0	0.00000
Oceanihabitans sp. IOP_32	2529032	S	45	-45	0	0.00000
Nonlabens spongiae	331648	S	13	-13	0	0.00000
Formosa sp. Hel1_31_208	1798225	S	11	-11	0	0.00000
Formosa agariphila	320324	S	10	-10	0	0.00000
Mariniflexile sp. TRM1-10	2027857	S	39	-39	0	0.00000
Maribacter sp. T28	1836467	S	10	-10	0	0.00000
Maribacter cobaltidurans	1178778	S	10	-10	0	0.00000
Myroides profundi	480520	S	10	-10	0	0.00000
Kordia sp. SMS9	2282170	S	33	-33	0	0.00000
Seonamhaeicola sp. S2-3	1936081	S	32	-32	0	0.00000
Muricauda ruestringensis	111501	S	11	-11	0	0.00000
Muricauda lutaonensis	516051	S	10	-10	0	0.00000
Flavivirga eckloniae	1803846	S	25	-25	0	0.00000
Amniculibacterium sp. G2-70	2767188	S	24	-24	0	0.00000
Arenibacter algicola	616991	S	22	-22	0	0.00000
Wenyingzhuangia fucanilytica	1790137	S	20	-20	0	0.00000
Lutibacter profundi	1622118	S	20	-20	0	0.00000
Tamlana sp. UJ94	2069432	S	20	-20	0	0.00000
Zunongwangia profunda	398743	S	19	-19	0	0.00000
Zobellia galactanivorans	63186	S	17	-17	0	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	16	-16	0	0.00000
Robiginitalea biformata	252307	S	14	-14	0	0.00000
Urechidicola croceus	1850246	S	12	-12	0	0.00000
Psychroflexus torquis	57029	S	11	-11	0	0.00000
Chryseobacterium sp. POL2	2713414	S	42	-42	0	0.00000
Chryseobacterium sp. IHB B 17019	1721091	S	21	-21	0	0.00000
Chryseobacterium sp. NBC 122	2547600	S	15	-15	0	0.00000
Chryseobacterium sp. F5649	2487071	S	15	-15	0	0.00000
Chryseobacterium shandongense	1493872	S	60	-60	0	0.00000
Chryseobacterium glaciei	1685010	S	41	-41	0	0.00000
Chryseobacterium gleum	250	S	25	-25	0	0.00000
Chryseobacterium indologenes	253	S	25	-25	0	0.00000
Chryseobacterium carnipullorum	1124835	S	19	-19	0	0.00000
Chryseobacterium bernardetii	1241978	S	14	-14	0	0.00000
Chryseobacterium joostei	112234	S	14	-14	0	0.00000
Chryseobacterium nakagawai	1241982	S	13	-13	0	0.00000
Chryseobacterium gallinarum	1324352	S	12	-12	0	0.00000
Chryseobacterium camelliae	1265445	S	11	-11	0	0.00000
Chryseobacterium jeonii	266749	S	24	-24	0	0.00000
Chryseobacterium lactis	1241981	S	35	-35	0	0.00000
Chryseobacterium taklimakanense	536441	S	15	-15	0	0.00000
Elizabethkingia miricola	172045	S	76	-76	0	0.00000
Elizabethkingia anophelis	1117645	S	16	-16	0	0.00000
Empedobacter brevis	247	S	53	-53	0	0.00000
Empedobacter falsenii	343874	S	22	-22	0	0.00000
Ornithobacterium rhinotracheale	28251	S	56	-56	0	0.00000
Apibacter raozihei	2500547	S	23	-23	0	0.00000
Riemerella anatipestifer	34085	S	15	-15	0	0.00000
Bergeyella cardium	1585976	S	14	-14	0	0.00000
Cloacibacterium normanense	237258	S	14	-14	0	0.00000
Blattabacterium cuenoti	1653831	S	61	-61	0	0.00000
Candidatus Sulcia muelleri	336810	S	10	-10	0	0.00000
Hymenobacter sp. DG01	2584940	S	27	-27	0	0.00000
Hymenobacter sp. 17J36-26	2496028	S	15	-15	0	0.00000
Hymenobacter sp. BT182	2697562	S	12	-12	0	0.00000
Hymenobacter sp. HDW8	2714932	S	12	-12	0	0.00000
Hymenobacter swuensis	1446467	S	21	-21	0	0.00000
Hymenobacter qilianensis	1385715	S	14	-14	0	0.00000
Hymenobacter nivis	1850093	S	11	-11	0	0.00000
Pontibacter pudoricolor	2694930	S	29	-29	0	0.00000
Pontibacter russatus	2694929	S	15	-15	0	0.00000
Pontibacter sp. SGAir0037	2571030	S	13	-13	0	0.00000
Pontibacter korlensis	400092	S	12	-12	0	0.00000
Pontibacter akesuensis	388950	S	10	-10	0	0.00000
Adhaeribacter swui	2086471	S	12	-12	0	0.00000
Spirosoma sp. BT328	2692134	S	17	-17	0	0.00000
Spirosoma sp. KCTC 42546	2520506	S	10	-10	0	0.00000
Spirosoma radiotolerans	1379870	S	15	-15	0	0.00000
Spirosoma montaniterrae	1178516	S	12	-12	0	0.00000
Spirosoma pollinicola	2057025	S	11	-11	0	0.00000
Runella sp. SP2	2268026	S	13	-13	0	0.00000
Runella slithyformis	106	S	15	-15	0	0.00000
Fibrella sp. ES10-3-2-2	1834519	S	18	-18	0	0.00000
Cytophaga hutchinsonii	985	S	17	-17	0	0.00000
Dyadobacter fermentans	94254	S	17	-17	0	0.00000
Leadbetterella byssophila	316068	S	14	-14	0	0.00000
Arcticibacterium luteifluviistationis	1784714	S	13	-13	0	0.00000
Rhodocytophaga sp. 172606-1	2704465	S	11	-11	0	0.00000
Allopseudarcicella aquatilis	998844	S	10	-10	0	0.00000
Echinicola rosea	1807691	S	18	-18	0	0.00000
Echinicola sp. LN3S3	2591634	S	17	-17	0	0.00000
Algoriphagus sp. Y33	2772483	S	37	-37	0	0.00000
Aquiflexum balticum	280473	S	15	-15	0	0.00000
Belliella baltica	232259	S	13	-13	0	0.00000
Flammeovirga pectinis	2494373	S	29	-29	0	0.00000
Flammeovirga sp. MY04	1191459	S	27	-27	0	0.00000
Marivirga tractuosa	1006	S	17	-17	0	0.00000
Chryseolinea soli	2321403	S	14	-14	0	0.00000
Pedobacter sp. JBR3-12	2789740	S	29	-29	0	0.00000
Pedobacter sp. SW-16	2766984	S	25	-25	0	0.00000
Pedobacter sp.	1411316	S	20	-20	0	0.00000
Pedobacter sp. HDW13	2714940	S	20	-20	0	0.00000
Pedobacter sp. PACM 27299	1727164	S	17	-17	0	0.00000
Pedobacter sp. CJ43	2605747	S	17	-17	0	0.00000
Pedobacter sp. G11	2482728	S	16	-16	0	0.00000
Pedobacter suwonensis	332999	S	41	-41	0	0.00000
Pedobacter cryoconitis	188932	S	22	-22	0	0.00000
Pedobacter ginsengisoli	363852	S	22	-22	0	0.00000
Pedobacter heparinus	984	S	20	-20	0	0.00000
Pedobacter roseus	336820	S	15	-15	0	0.00000
Pedobacter steynii	430522	S	10	-10	0	0.00000
Sphingobacterium sp. ML3W	1538644	S	12	-12	0	0.00000
Sphingobacterium mizutaii	1010	S	35	-35	0	0.00000
Sphingobacterium thalpophilum	259	S	26	-26	0	0.00000
Sphingobacterium lactis	797291	S	26	-26	0	0.00000
Sphingobacterium psychroaquaticum	561061	S	13	-13	0	0.00000
Mucilaginibacter xinganensis	1234841	S	33	-33	0	0.00000
Mucilaginibacter sp. G2-14	2740462	S	11	-11	0	0.00000
Mucilaginibacter paludis	423351	S	28	-28	0	0.00000
Mucilaginibacter rubeus	2027860	S	24	-24	0	0.00000
Mucilaginibacter ginsenosidivorax	862126	S	20	-20	0	0.00000
Mucilaginibacter ginsenosidivorans	398053	S	15	-15	0	0.00000
Mucilaginibacter mallensis	652787	S	15	-15	0	0.00000
Olivibacter sp. SDN3	2764720	S	46	-46	0	0.00000
Olivibacter sp. LS-1	2592345	S	22	-22	0	0.00000
Solitalea canadensis	995	S	29	-29	0	0.00000
Pseudopedobacter saltans	151895	S	29	-29	0	0.00000
Anseongella ginsenosidimutans	496056	S	16	-16	0	0.00000
Chitinophaga sp. XS-30	2604421	S	30	-30	0	0.00000
Chitinophaga sp. H33E-04	2703787	S	26	-26	0	0.00000
Chitinophaga sp. MD30	2033437	S	20	-20	0	0.00000
Chitinophaga pinensis	79329	S	32	-32	0	0.00000
Chitinophaga caeni	2029983	S	17	-17	0	0.00000
Niabella soli	446683	S	38	-38	0	0.00000
Niabella ginsenosidivorans	1176587	S	28	-28	0	0.00000
Arachidicoccus sp. BS20	1850526	S	17	-17	0	0.00000
Arachidicoccus soli	2341117	S	17	-17	0	0.00000
Flavisolibacter sp. 17J28-1	2502779	S	17	-17	0	0.00000
Panacibacter ginsenosidivorans	1813871	S	23	-23	0	0.00000
Pseudobacter ginsenosidimutans	661488	S	17	-17	0	0.00000
Filimonas lacunae	477680	S	16	-16	0	0.00000
Niastella koreensis	354356	S	14	-14	0	0.00000
Haliscomenobacter hydrossis	2350	S	10	-10	0	0.00000
Chlorobium phaeobacteroides	1096	S	15	-15	0	0.00000
Chlorobium phaeovibrioides	1094	S	10	-10	0	0.00000
Prosthecochloris sp. GSB1	281093	S	15	-15	0	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	13	-13	0	0.00000
Chlorobaculum tepidum	1097	S	16	-16	0	0.00000
Chlorobaculum limnaeum	274537	S	14	-14	0	0.00000
Chloroherpeton thalassium	100716	S	13	-13	0	0.00000
Melioribacter roseus	1134405	S	27	-27	0	0.00000
Ignavibacterium album	591197	S	20	-20	0	0.00000
Gemmatimonas sp. TET16	2732249	S	48	-48	0	0.00000
Fibrobacter succinogenes	833	S	19	-19	0	0.00000
Roseburia intestinalis	166486	S	200960	-200960	0	0.00000
Roseburia hominis	301301	S	133731	-133731	0	0.00000
Anaerostipes hadrus	649756	S	40121	-40121	0	0.00000
Anaerostipes caccae	105841	S	1935	-1935	0	0.00000
Anaerostipes rhamnosivorans	1229621	S	718	-718	0	0.00000
Blautia sp. SC05B48	2479767	S	28774	-28774	0	0.00000
Blautia sp. LZLJ-3	2779518	S	1818	-1818	0	0.00000
Blautia producta	33035	S	2978	-2978	0	0.00000
Blautia argi	1912897	S	2098	-2098	0	0.00000
Blautia hansenii	1322	S	1749	-1749	0	0.00000
Enterocloster bolteae	208479	S	19565	-19565	0	0.00000
Enterocloster clostridioformis	1531	S	4720	-4720	0	0.00000
Anaerobutyricum hallii	39488	S	23840	-23840	0	0.00000
[Clostridium] scindens	29347	S	4707	-4707	0	0.00000
Lachnoclostridium sp. YL32	1834196	S	3938	-3938	0	0.00000
Lachnoclostridium phocaeense	1871021	S	1675	-1675	0	0.00000
[Clostridium] hylemonae	89153	S	662	-662	0	0.00000
Lachnoclostridium phytofermentans	66219	S	659	-659	0	0.00000
Lachnospira eligens	39485	S	11291	-11291	0	0.00000
[Ruminococcus] gnavus	33038	S	5724	-5724	0	0.00000
Butyrivibrio fibrisolvens	831	S	1217	-1217	0	0.00000
Butyrivibrio hungatei	185008	S	1015	-1015	0	0.00000
Butyrivibrio proteoclasticus	43305	S	907	-907	0	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	2216	-2216	0	0.00000
Lacrimispora saccharolytica	84030	S	952	-952	0	0.00000
Lacrimispora sphenoides	29370	S	848	-848	0	0.00000
Anaerocolumna sp. CTTW	2736602	S	559	-559	0	0.00000
Anaerocolumna sp. CBA3638	2696063	S	448	-448	0	0.00000
Anaerocolumna cellulosilytica	433286	S	490	-490	0	0.00000
Lachnoanaerobaculum umeaense	617123	S	615	-615	0	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	307	-307	0	0.00000
Cellulosilyticum lentocellum	29360	S	54	-54	0	0.00000
Anaerotignum propionicum	28446	S	330	-330	0	0.00000
Herbinix luporum	1679721	S	279	-279	0	0.00000
Flavonifractor plautii	292800	S	79718	-79718	0	0.00000
Faecalibacterium prausnitzii	853	S	8850	-8850	0	0.00000
Ruthenibacterium lactatiformans	1550024	S	7598	-7598	0	0.00000
Ruminococcus bicirculans	1160721	S	1151	-1151	0	0.00000
Ruminococcus sp. JE7A12	2564099	S	588	-588	0	0.00000
Ruminococcus champanellensis	1161942	S	377	-377	0	0.00000
Ruminococcus albus	1264	S	346	-346	0	0.00000
Acutalibacter muris	1796620	S	869	-869	0	0.00000
Caproiciproducens sp. 7D4C2	2721621	S	217	-217	0	0.00000
Caproiciproducens sp. NJN-50	2507162	S	130	-130	0	0.00000
Ethanoligenens harbinense	253239	S	200	-200	0	0.00000
Oscillibacter sp. PEA192	2109687	S	14628	-14628	0	0.00000
Oscillibacter sp. NSJ-62	2763056	S	3514	-3514	0	0.00000
Oscillibacter valericigenes	351091	S	709	-709	0	0.00000
Dysosmobacter welbionis	2093857	S	10298	-10298	0	0.00000
Intestinimonas butyriciproducens	1297617	S	48245	-48245	0	0.00000
Massilistercora timonensis	2086584	S	8320	-8320	0	0.00000
Flintibacter sp. KGMB00164	2610895	S	1488	-1488	0	0.00000
Monoglobus pectinilyticus	1981510	S	782	-782	0	0.00000
Aminipila sp. JN-18	2507160	S	96	-96	0	0.00000
Aminipila sp. CBA3637	2697030	S	63	-63	0	0.00000
Aminipila butyrica	433296	S	65	-65	0	0.00000
Mogibacterium diversum	114527	S	61	-61	0	0.00000
Mogibacterium pumilum	86332	S	50	-50	0	0.00000
Carboxydocella thermautotrophica	178899	S	33	-33	0	0.00000
Thermaerobacter sp. FW80	2546351	S	19	-19	0	0.00000
Clostridioides difficile	1496	S	9626	-9626	0	0.00000
Romboutsia sp. CE17	2724150	S	170	-170	0	0.00000
Romboutsia ilealis	1115758	S	167	-167	0	0.00000
Romboutsia hominis	1507512	S	115	-115	0	0.00000
Peptacetobacter hiranonis	89152	S	154	-154	0	0.00000
Peptoclostridium acidaminophilum	1731	S	117	-117	0	0.00000
Paeniclostridium sordellii	1505	S	109	-109	0	0.00000
Paraclostridium bifermentans	1490	S	69	-69	0	0.00000
Filifactor alocis	143361	S	51	-51	0	0.00000
Acetoanaerobium sticklandii	1511	S	34	-34	0	0.00000
Clostridium sp. SY8519	1042156	S	1389	-1389	0	0.00000
Clostridium sp. CT4	2320868	S	117	-117	0	0.00000
Clostridium sp. DL-VIII	641107	S	104	-104	0	0.00000
Clostridium sp. BNL1100	755731	S	72	-72	0	0.00000
Clostridium sp. JN-9	2507159	S	61	-61	0	0.00000
Clostridium sp. JN-1	2483110	S	46	-46	0	0.00000
Clostridium sp. AWRP	2212991	S	26	-26	0	0.00000
Clostridium sp. 'deep sea'	2779445	S	17	-17	0	0.00000
Clostridium perfringens	1502	S	426	-426	0	0.00000
Clostridium botulinum	1491	S	376	-376	0	0.00000
Clostridium butyricum	1492	S	226	-226	0	0.00000
Clostridium pasteurianum	1501	S	166	-166	0	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	116	-116	0	0.00000
Clostridium baratii	1561	S	112	-112	0	0.00000
Clostridium beijerinckii	1520	S	109	-109	0	0.00000
Clostridium septicum	1504	S	99	-99	0	0.00000
Clostridium tetani	1513	S	90	-90	0	0.00000
Clostridium chauvoei	46867	S	87	-87	0	0.00000
Clostridium tyrobutyricum	1519	S	86	-86	0	0.00000
Clostridium saccharobutylicum	169679	S	85	-85	0	0.00000
Clostridium isatidis	182773	S	85	-85	0	0.00000
Clostridium novyi	1542	S	81	-81	0	0.00000
Clostridium kluyveri	1534	S	79	-79	0	0.00000
Clostridium thermarum	1716543	S	68	-68	0	0.00000
Clostridium intestinale	36845	S	66	-66	0	0.00000
Clostridium taeniosporum	394958	S	64	-64	0	0.00000
Clostridium bornimense	1216932	S	64	-64	0	0.00000
Clostridium cellulovorans	1493	S	64	-64	0	0.00000
Clostridium argentinense	29341	S	58	-58	0	0.00000
Clostridium acetobutylicum	1488	S	57	-57	0	0.00000
Clostridium estertheticum	238834	S	50	-50	0	0.00000
Clostridium carboxidivorans	217159	S	46	-46	0	0.00000
Clostridium formicaceticum	1497	S	46	-46	0	0.00000
Clostridium fermenticellae	2068654	S	34	-34	0	0.00000
Clostridium aceticum	84022	S	28	-28	0	0.00000
Clostridium scatologenes	1548	S	23	-23	0	0.00000
Clostridium cochlearium	1494	S	20	-20	0	0.00000
Clostridium drakei	332101	S	16	-16	0	0.00000
Hungatella hathewayi	154046	S	1276	-1276	0	0.00000
Alkaliphilus oremlandii	461876	S	60	-60	0	0.00000
Alkaliphilus metalliredigens	208226	S	29	-29	0	0.00000
Caloramator sp. E03	2576307	S	68	-68	0	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	21	-21	0	0.00000
Geosporobacter ferrireducens	1424294	S	63	-63	0	0.00000
Crassaminicella sp. SY095	2599308	S	58	-58	0	0.00000
Caloranaerobacter azorensis	116090	S	33	-33	0	0.00000
Hathewaya histolytica	1498	S	32	-32	0	0.00000
Eubacterium sp. NSJ-61	2764325	S	1418	-1418	0	0.00000
[Eubacterium] cellulosolvens	29322	S	801	-801	0	0.00000
Eubacterium maltosivorans	2041044	S	702	-702	0	0.00000
Eubacterium limosum	1736	S	644	-644	0	0.00000
Eubacterium callanderi	53442	S	260	-260	0	0.00000
Acetobacterium sp. KB-1	2184575	S	212	-212	0	0.00000
Acetobacterium woodii	33952	S	60	-60	0	0.00000
Christensenella minuta	626937	S	3163	-3163	0	0.00000
Christensenella sp. Marseille-P3954	2086585	S	337	-337	0	0.00000
Ruminiclostridium cellulolyticum	1521	S	147	-147	0	0.00000
Ruminiclostridium sp. MA18	2488810	S	78	-78	0	0.00000
Mageeibacillus indolicus	884684	S	221	-221	0	0.00000
Hungateiclostridium thermocellum	1515	S	112	-112	0	0.00000
Hungateiclostridium clariflavum	288965	S	69	-69	0	0.00000
Hungateiclostridium saccincola	1677857	S	31	-31	0	0.00000
Pseudoclostridium thermosuccinogenes	84032	S	108	-108	0	0.00000
Thermoclostridium stercorarium	1510	S	60	-60	0	0.00000
Fastidiosipila sanguinis	236753	S	29	-29	0	0.00000
Desulfitobacterium hafniense	49338	S	54	-54	0	0.00000
Desulfitobacterium metallireducens	142877	S	39	-39	0	0.00000
Desulfitobacterium dichloroeliminans	233055	S	22	-22	0	0.00000
Desulfitobacterium dehalogenans	36854	S	14	-14	0	0.00000
Desulfotomaculum reducens	59610	S	56	-56	0	0.00000
Desulfotomaculum ruminis	1564	S	31	-31	0	0.00000
Desulfotomaculum nigrificans	1565	S	22	-22	0	0.00000
Desulfotomaculum ferrireducens	1833852	S	14	-14	0	0.00000
Desulfosporosinus meridiei	79209	S	38	-38	0	0.00000
Desulfosporosinus acidiphilus	885581	S	37	-37	0	0.00000
Desulfosporosinus youngiae	339862	S	29	-29	0	0.00000
Desulfosporosinus orientis	1563	S	15	-15	0	0.00000
Dehalobacter restrictus	55583	S	20	-20	0	0.00000
Syntrophobotulus glycolicus	51197	S	54	-54	0	0.00000
Dehalobacterium formicoaceticum	51515	S	45	-45	0	0.00000
Desulfallas gibsoniae	102134	S	43	-43	0	0.00000
Thermoanaerosceptrum fracticalcis	1712410	S	27	-27	0	0.00000
Thermincola potens	863643	S	22	-22	0	0.00000
Desulfofarcimen acetoxidans	58138	S	21	-21	0	0.00000
Candidatus Desulforudis audaxviator	471827	S	13	-13	0	0.00000
Clostridiales bacterium Choco116	2109689	S	230	-230	0	0.00000
Petrocella atlantisensis	2173034	S	99	-99	0	0.00000
Heliobacterium modesticaldum	35701	S	24	-24	0	0.00000
Syntrophomonas wolfei	863	S	14	-14	0	0.00000
Symbiobacterium thermophilum	2734	S	25	-25	0	0.00000
Caldicellulosiruptor saccharolyticus	44001	S	14	-14	0	0.00000
Caldicellulosiruptor owensensis	55205	S	14	-14	0	0.00000
Caldicellulosiruptor kronotskyensis	413889	S	13	-13	0	0.00000
Thermoanaerobacterium thermosaccharolyticum	1517	S	44	-44	0	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	34	-34	0	0.00000
Thermoanaerobacterium aotearoense	47490	S	21	-21	0	0.00000
Thermoanaerobacterium xylanolyticum	29329	S	16	-16	0	0.00000
Moorella thermoacetica	1525	S	20	-20	0	0.00000
Moorella glycerini	55779	S	11	-11	0	0.00000
Caldanaerobacter subterraneus	911092	S	27	-27	0	0.00000
Carboxydothermus hydrogenoformans	129958	S	14	-14	0	0.00000
Thermanaeromonas toyohensis	161154	S	11	-11	0	0.00000
Mahella australiensis	252966	S	22	-22	0	0.00000
Halocella sp. SP3-1	2382161	S	64	-64	0	0.00000
Halanaerobium hydrogeniformans	656519	S	22	-22	0	0.00000
Halanaerobium praevalens	2331	S	14	-14	0	0.00000
Halothermothrix orenii	31909	S	12	-12	0	0.00000
Acetohalobium arabaticum	28187	S	27	-27	0	0.00000
Halobacteroides halobius	42422	S	10	-10	0	0.00000
Anoxybacter fermentans	1323375	S	36	-36	0	0.00000
Tepidanaerobacter acetatoxydans	499229	S	47	-47	0	0.00000
Biomaibacter acetigenes	2316383	S	25	-25	0	0.00000
Natranaerobius thermophilus	375929	S	12	-12	0	0.00000
Staphylococcus aureus	1280	S	504410	-504410	0	0.00000
Staphylococcus cohnii	29382	S	88	-88	0	0.00000
Staphylococcus sp. MI 10-1553	1912064	S	22	-22	0	0.00000
Staphylococcus sp. 17KM0847	2583989	S	13	-13	0	0.00000
Staphylococcus sp. SDB 2975	2044912	S	12	-12	0	0.00000
Staphylococcus epidermidis	1282	S	21	-21	0	0.00000
Staphylococcus warneri	1292	S	18	-18	0	0.00000
Staphylococcus sciuri	1296	S	18	-18	0	0.00000
Staphylococcus nepalensis	214473	S	17	-17	0	0.00000
Staphylococcus haemolyticus	1283	S	15	-15	0	0.00000
Staphylococcus pettenkoferi	170573	S	14	-14	0	0.00000
Staphylococcus hyicus	1284	S	13	-13	0	0.00000
Staphylococcus succinus	61015	S	12	-12	0	0.00000
Staphylococcus lugdunensis	28035	S	12	-12	0	0.00000
Staphylococcus lutrae	155085	S	10	-10	0	0.00000
Staphylococcus schleiferi	1295	S	10	-10	0	0.00000
Salinicoccus halodurans	407035	S	42	-42	0	0.00000
Macrococcus caseolyticus	69966	S	14	-14	0	0.00000
Macrococcus sp. IME1552	1898474	S	14	-14	0	0.00000
Macrococcus canis	1855823	S	11	-11	0	0.00000
Bacillus sp. BD59S	2499213	S	326	-326	0	0.00000
Bacillus sp. FJAT-18017	1705566	S	34	-34	0	0.00000
