name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Corynebacterium ulcerans	65058	S	12	-12	0	0.00000
Corynebacterium urealyticum	43771	S	10	-10	0	0.00000
Mycobacterium chimaera	222805	S	23	-23	0	0.00000
Rhodococcus sp. X156	2499145	S	15	-15	0	0.00000
Nocardia arthritidis	228602	S	22	-22	0	0.00000
Streptomyces sp. ICC1	2099583	S	81	-81	0	0.00000
Streptomyces sp. ICC4	2099584	S	35	-35	0	0.00000
Streptomyces venezuelae	54571	S	17	-17	0	0.00000
Cutibacterium acnes	1747	S	161	-161	0	0.00000
Cutibacterium avidum	33010	S	21	-21	0	0.00000
Tessaracoccus flavus	1610493	S	23	-23	0	0.00000
Tessaracoccus defluvii	1285901	S	14	-14	0	0.00000
Tessaracoccus timonensis	2161816	S	12	-12	0	0.00000
Tessaracoccus flavescens	399497	S	10	-10	0	0.00000
Acidipropionibacterium acidipropionici	1748	S	14	-14	0	0.00000
Pseudopropionibacterium propionicum	1750	S	15	-15	0	0.00000
Propionimicrobium sp. Marseille-P3275	1871034	S	12	-12	0	0.00000
Collinsella aerofaciens	74426	S	321597	-321597	0	0.00000
Olsenella sp. GAM18	2109685	S	542	-542	0	0.00000
Olsenella sp. oral taxon 807	712411	S	31	-31	0	0.00000
Olsenella sp. LZLJ-2	2779519	S	20	-20	0	0.00000
Olsenella timonensis	1805478	S	66	-66	0	0.00000
Olsenella umbonata	604330	S	22	-22	0	0.00000
Olsenella uli	133926	S	16	-16	0	0.00000
Parolsenella catena	2003188	S	469	-469	0	0.00000
Libanicoccus massiliensis	1871022	S	205	-205	0	0.00000
Lancefieldella parvula	1382	S	17	-17	0	0.00000
Eggerthella lenta	84112	S	14518	-14518	0	0.00000
Eggerthella sp. HF-1101	2690837	S	391	-391	0	0.00000
Eggerthella sp. YY7918	502558	S	20	-20	0	0.00000
Gordonibacter pamelaeae	471189	S	286	-286	0	0.00000
Gordonibacter urolithinfaciens	1335613	S	38	-38	0	0.00000
Arabia massiliensis	1870985	S	58	-58	0	0.00000
Slackia heliotrinireducens	84110	S	36	-36	0	0.00000
Phoenicibacter congonensis	1944646	S	26	-26	0	0.00000
Denitrobacterium detoxificans	79604	S	12	-12	0	0.00000
Enterococcus casseliflavus	37734	S	292164	-292164	0	0.00000
Enterococcus faecalis	1351	S	88341	-88341	0	0.00000
Enterococcus sp. FDAARGOS_375	2060307	S	5655	-5655	0	0.00000
Enterococcus sp. CR-Ec1	2057791	S	2499	-2499	0	0.00000
Enterococcus sp. FDAARGOS_553	2420313	S	200	-200	0	0.00000
Enterococcus sp. HSIEG1	1316414	S	136	-136	0	0.00000
Enterococcus sp. M190262	2582830	S	72	-72	0	0.00000
Enterococcus sp. DA9	2603296	S	10	-10	0	0.00000
Enterococcus gallinarum	1353	S	5112	-5112	0	0.00000
Enterococcus faecium	1352	S	1190	-1190	0	0.00000
Enterococcus avium	33945	S	285	-285	0	0.00000
Enterococcus durans	53345	S	222	-222	0	0.00000
Enterococcus hirae	1354	S	217	-217	0	0.00000
Enterococcus mundtii	53346	S	153	-153	0	0.00000
Enterococcus gilvus	160453	S	76	-76	0	0.00000
Enterococcus wangshanyuanii	2005703	S	64	-64	0	0.00000
Enterococcus saigonensis	1805431	S	61	-61	0	0.00000
Enterococcus cecorum	44008	S	49	-49	0	0.00000
Enterococcus thailandicus	417368	S	33	-33	0	0.00000
Tetragenococcus halophilus	51669	S	32	-32	0	0.00000
Tetragenococcus koreensis	290335	S	10	-10	0	0.00000
Tetragenococcus osmophilus	526944	S	10	-10	0	0.00000
Vagococcus carniphilus	218144	S	21	-21	0	0.00000
Lacticaseibacillus paracasei	1597	S	175287	-175287	0	0.00000
Lactobacillus rhamnosus	47715	S	8226	-8226	0	0.00000
Lactobacillus casei	1582	S	614	-614	0	0.00000
Lactobacillus manihotivorans	88233	S	84	-84	0	0.00000
Limosilactobacillus reuteri	1598	S	38556	-38556	0	0.00000
Lactobacillus pontis	35787	S	1860	-1860	0	0.00000
Limosilactobacillus fermentum	1613	S	1281	-1281	0	0.00000
Lactobacillus frumenti	104955	S	728	-728	0	0.00000
Lactobacillus gastricus	227942	S	582	-582	0	0.00000
Lactobacillus vaginalis	1633	S	575	-575	0	0.00000
Lactobacillus mucosae	97478	S	347	-347	0	0.00000
Lactobacillus sp. 3B(2020)	2695882	S	369	-369	0	0.00000
Lactobacillus sp. CBA3606	2099789	S	110	-110	0	0.00000
Lactobacillus sp. JM1	2690380	S	22	-22	0	0.00000
Lactobacillus gasseri	1596	S	258	-258	0	0.00000
Lactobacillus delbrueckii	1584	S	72	-72	0	0.00000
Lactobacillus helveticus	1587	S	56	-56	0	0.00000
Lactobacillus kefiranofaciens	267818	S	37	-37	0	0.00000
Lactobacillus crispatus	47770	S	30	-30	0	0.00000
Lactobacillus acetotolerans	1600	S	28	-28	0	0.00000
Lactobacillus amylovorus	1604	S	21	-21	0	0.00000
Lactobacillus acidophilus	1579	S	20	-20	0	0.00000
Lactobacillus gallinarum	52242	S	20	-20	0	0.00000
Lactobacillus zeae	57037	S	16	-16	0	0.00000
Lactobacillus paragasseri	2107999	S	15	-15	0	0.00000
Lactobacillus jensenii	109790	S	10	-10	0	0.00000
Lactobacillus johnsonii	33959	S	10	-10	0	0.00000
Ligilactobacillus salivarius	1624	S	658	-658	0	0.00000
Lactobacillus saerimneri	228229	S	265	-265	0	0.00000
Ligilactobacillus ruminis	1623	S	67	-67	0	0.00000
Lactobacillus murinus	1622	S	56	-56	0	0.00000
Lactobacillus acidipiscis	89059	S	49	-49	0	0.00000
Ligilactobacillus agilis	1601	S	28	-28	0	0.00000
Lactobacillus animalis	1605	S	11	-11	0	0.00000
Lactiplantibacillus plantarum	1590	S	444	-444	0	0.00000
Lactobacillus pentosus	1589	S	201	-201	0	0.00000
Lactobacillus paraplantarum	60520	S	35	-35	0	0.00000
Lactobacillus brevis	1580	S	371	-371	0	0.00000
Lactobacillus zymae	267363	S	88	-88	0	0.00000
Lactobacillus suantsaii	2292255	S	65	-65	0	0.00000
Lactobacillus koreensis	637971	S	62	-62	0	0.00000
Lactobacillus buchneri	1581	S	54	-54	0	0.00000
Lactobacillus parabuchneri	152331	S	30	-30	0	0.00000
Lactobacillus kefiri	33962	S	18	-18	0	0.00000
Lactobacillus curieae	1138822	S	12	-12	0	0.00000
Lactobacillus sakei	1599	S	59	-59	0	0.00000
Lactobacillus curvatus	28038	S	46	-46	0	0.00000
Lactobacillus graminis	60519	S	12	-12	0	0.00000
Pediococcus claussenii	187452	S	48	-48	0	0.00000
Pediococcus acidilactici	1254	S	31	-31	0	0.00000
Pediococcus pentosaceus	1255	S	19	-19	0	0.00000
Pediococcus inopinatus	114090	S	10	-10	0	0.00000
Lactobacillus nenjiangensis	1296540	S	36	-36	0	0.00000
Lactobacillus hokkaidonensis	1193095	S	29	-29	0	0.00000
Lactobacillus oligofermentans	293371	S	12	-12	0	0.00000
Lactobacillus paracollinoides	240427	S	50	-50	0	0.00000
Lactobacillus malefermentans	176292	S	21	-21	0	0.00000
Lactobacillus bifermentans	1607	S	23	-23	0	0.00000
Lactobacillus coryniformis	1610	S	22	-22	0	0.00000
Lactobacillus backii	375175	S	12	-12	0	0.00000
Lactobacillus harbinensis	304207	S	46	-46	0	0.00000
Lactobacillus rossiae	231049	S	34	-34	0	0.00000
Amylolactobacillus amylophilus	1603	S	23	-23	0	0.00000
Lactobacillus sanfranciscensis	1625	S	13	-13	0	0.00000
Streptococcus pasteurianus	197614	S	2033	-2033	0	0.00000
Streptococcus sp. HSISS3	1316412	S	417	-417	0	0.00000
Streptococcus sp. HSISS2	1316411	S	247	-247	0	0.00000
Streptococcus sp. HSISM1	1316408	S	86	-86	0	0.00000
Streptococcus sp. LPB0220	2610896	S	72	-72	0	0.00000
Streptococcus sp. oral taxon 431	712633	S	66	-66	0	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	49	-49	0	0.00000
Streptococcus sp. A12	1759399	S	37	-37	0	0.00000
Streptococcus sp. oral taxon 061	712623	S	34	-34	0	0.00000
Streptococcus sp. 116-D4	2598453	S	26	-26	0	0.00000
Streptococcus sp. HSISB1	1316409	S	10	-10	0	0.00000
Streptococcus dysgalactiae	1334	S	1170	-1170	0	0.00000
Streptococcus equi	1336	S	21	-21	0	0.00000
Streptococcus gallolyticus	315405	S	422	-422	0	0.00000
Streptococcus lutetiensis	150055	S	340	-340	0	0.00000
Streptococcus mitis	28037	S	227	-227	0	0.00000
Streptococcus salivarius	1304	S	156	-156	0	0.00000
Streptococcus parasanguinis	1318	S	114	-114	0	0.00000
Streptococcus pneumoniae	1313	S	109	-109	0	0.00000
Streptococcus suis	1307	S	83	-83	0	0.00000
Streptococcus thermophilus	1308	S	65	-65	0	0.00000
Streptococcus equinus	1335	S	51	-51	0	0.00000
Streptococcus oralis	1303	S	36	-36	0	0.00000
Streptococcus anginosus	1328	S	27	-27	0	0.00000
Streptococcus pyogenes	1314	S	31	-31	0	0.00000
Streptococcus sanguinis	1305	S	29	-29	0	0.00000
Streptococcus gwangjuense	1433513	S	25	-25	0	0.00000
Streptococcus macedonicus	59310	S	24	-24	0	0.00000
Streptococcus infantarius	102684	S	24	-24	0	0.00000
Streptococcus ratti	1341	S	22	-22	0	0.00000
Streptococcus pseudopneumoniae	257758	S	20	-20	0	0.00000
Streptococcus himalayensis	1888195	S	17	-17	0	0.00000
Streptococcus sobrinus	1310	S	15	-15	0	0.00000
Streptococcus australis	113107	S	15	-15	0	0.00000
Streptococcus gordonii	1302	S	14	-14	0	0.00000
Streptococcus agalactiae	1311	S	14	-14	0	0.00000
Streptococcus urinalis	149016	S	12	-12	0	0.00000
Streptococcus cristatus	45634	S	12	-12	0	0.00000
Streptococcus parauberis	1348	S	12	-12	0	0.00000
Lactococcus lactis	1358	S	268	-268	0	0.00000
Weissella cryptocerci	2506420	S	16	-16	0	0.00000
Jeotgalibaca sp. PTS2502	1903686	S	21	-21	0	0.00000
Jeotgalibaca porci	1868793	S	12	-12	0	0.00000
Carnobacterium divergens	2748	S	11	-11	0	0.00000
Staphylococcus aureus	1280	S	3346	-3346	0	0.00000
Staphylococcus cohnii	29382	S	95	-95	0	0.00000
Staphylococcus simiae	308354	S	10	-10	0	0.00000
Bacillus cereus	1396	S	33	-33	0	0.00000
Bacillus thuringiensis	1428	S	26	-26	0	0.00000
Bacillus anthracis	1392	S	15	-15	0	0.00000
Bacillus velezensis	492670	S	22	-22	0	0.00000
Bacillus amyloliquefaciens	1390	S	11	-11	0	0.00000
Bacillus subtilis	1423	S	21	-21	0	0.00000
Bacillus sp. BD59S	2499213	S	11	-11	0	0.00000
Bacillus coagulans	1398	S	12	-12	0	0.00000
Listeria monocytogenes	1639	S	358	-358	0	0.00000
Paenibacillus lutimineralis	2707005	S	11	-11	0	0.00000
Brevibacillus sp. SCSIO 07484	2496837	S	14	-14	0	0.00000
Gemella haemolysans	1379	S	32	-32	0	0.00000
Gemella sanguinis	84135	S	13	-13	0	0.00000
[Ruminococcus] gnavus	33038	S	42660	-42660	0	0.00000
Blautia argi	1912897	S	1165	-1165	0	0.00000
Blautia sp. SC05B48	2479767	S	394	-394	0	0.00000
Blautia sp. LZLJ-3	2779518	S	49	-49	0	0.00000
Blautia producta	33035	S	171	-171	0	0.00000
Blautia hansenii	1322	S	162	-162	0	0.00000
Anaerostipes caccae	105841	S	957	-957	0	0.00000
Anaerostipes hadrus	649756	S	104	-104	0	0.00000
Anaerostipes rhamnosivorans	1229621	S	18	-18	0	0.00000
Lachnospira eligens	39485	S	867	-867	0	0.00000
Roseburia intestinalis	166486	S	546	-546	0	0.00000
Roseburia hominis	301301	S	208	-208	0	0.00000
[Clostridium] scindens	29347	S	150	-150	0	0.00000
Lachnoclostridium sp. YL32	1834196	S	112	-112	0	0.00000
Lachnoclostridium phocaeense	1871021	S	66	-66	0	0.00000
[Clostridium] hylemonae	89153	S	59	-59	0	0.00000
Lachnoclostridium phytofermentans	66219	S	21	-21	0	0.00000
Anaerobutyricum hallii	39488	S	222	-222	0	0.00000
Enterocloster bolteae	208479	S	62	-62	0	0.00000
Anaerocolumna sp. CBA3638	2696063	S	10	-10	0	0.00000
Lacrimispora sphenoides	29370	S	14	-14	0	0.00000
Lacrimispora saccharolytica	84030	S	10	-10	0	0.00000
Faecalibacterium prausnitzii	853	S	300	-300	0	0.00000
Flavonifractor plautii	292800	S	134	-134	0	0.00000
Ruthenibacterium lactatiformans	1550024	S	57	-57	0	0.00000
Ruminococcus bicirculans	1160721	S	26	-26	0	0.00000
Clostridioides difficile	1496	S	215	-215	0	0.00000
Romboutsia ilealis	1115758	S	87	-87	0	0.00000
Clostridium perfringens	1502	S	77	-77	0	0.00000
Clostridium sp. SY8519	1042156	S	11	-11	0	0.00000
Clostridium botulinum	1491	S	19	-19	0	0.00000
Clostridium autoethanogenum	84023	S	17	-17	0	0.00000
Clostridium pasteurianum	1501	S	12	-12	0	0.00000
Clostridium butyricum	1492	S	11	-11	0	0.00000
Hungatella hathewayi	154046	S	15	-15	0	0.00000
Eubacterium sp. NSJ-61	2764325	S	156	-156	0	0.00000
Mogibacterium diversum	114527	S	44	-44	0	0.00000
Mogibacterium pumilum	86332	S	12	-12	0	0.00000
Massilistercora timonensis	2086584	S	31	-31	0	0.00000
Intestinimonas butyriciproducens	1297617	S	20	-20	0	0.00000
Christensenella minuta	626937	S	82	-82	0	0.00000
Oscillibacter sp. PEA192	2109687	S	16	-16	0	0.00000
Oscillibacter sp. NSJ-62	2763056	S	16	-16	0	0.00000
Dysosmobacter welbionis	2093857	S	17	-17	0	0.00000
Anoxybacter fermentans	1323375	S	10	-10	0	0.00000
Veillonella parvula	29466	S	3419	-3419	0	0.00000
Veillonella dispar	39778	S	233	-233	0	0.00000
Veillonella atypica	39777	S	96	-96	0	0.00000
Veillonella sp. T1-7	2682456	S	82	-82	0	0.00000
Veillonella rodentium	248315	S	72	-72	0	0.00000
Megasphaera elsdenii	907	S	20	-20	0	0.00000
Pelosinus fermentans	365349	S	12	-12	0	0.00000
Phascolarctobacterium faecium	33025	S	11	-11	0	0.00000
[Clostridium] innocuum	1522	S	171	-171	0	0.00000
Erysipelatoclostridium ramosum	1547	S	97	-97	0	0.00000
Faecalitalea cylindroides	39483	S	48	-48	0	0.00000
Amedibacterium intestinale	2583452	S	45	-45	0	0.00000
Longibaculum sp. KGMB06250	2584943	S	15	-15	0	0.00000
Anabaena sp. YBS01	2490939	S	58	-58	0	0.00000
Escherichia coli	562	S	315708	-315708	0	0.00000
Escherichia albertii	208962	S	2728	-2728	0	0.00000
Escherichia fergusonii	564	S	2313	-2313	0	0.00000
Escherichia marmotae	1499973	S	2114	-2114	0	0.00000
Escherichia sp. E4742	2044467	S	1660	-1660	0	0.00000
Escherichia sp. SCLE84	2725997	S	27	-27	0	0.00000
Klebsiella michiganensis	1134687	S	6459	-6459	0	0.00000
Klebsiella variicola	244366	S	1739	-1739	0	0.00000
Klebsiella oxytoca	571	S	1559	-1559	0	0.00000
Klebsiella pneumoniae	573	S	1465	-1465	0	0.00000
Klebsiella aerogenes	548	S	506	-506	0	0.00000
Klebsiella sp. FDAARGOS_511	2488567	S	38	-38	0	0.00000
Klebsiella sp. BDA134-6	2787706	S	23	-23	0	0.00000
Klebsiella quasipneumoniae	1463165	S	153	-153	0	0.00000
Klebsiella grimontii	2058152	S	139	-139	0	0.00000
Klebsiella huaxiensis	2153354	S	137	-137	0	0.00000
Citrobacter freundii	546	S	678	-678	0	0.00000
Citrobacter werkmanii	67827	S	97	-97	0	0.00000
Citrobacter braakii	57706	S	35	-35	0	0.00000
Citrobacter youngae	133448	S	28	-28	0	0.00000
Citrobacter portucalensis	1639133	S	22	-22	0	0.00000
Citrobacter freundii complex sp. CFNIH2	2066049	S	19	-19	0	0.00000
Citrobacter sp. RHB25-C09	2742624	S	231	-231	0	0.00000
Citrobacter sp. SNU WT2	2562449	S	168	-168	0	0.00000
Citrobacter sp. NMI7904_11	2653932	S	103	-103	0	0.00000
Citrobacter sp. LY-1	2546350	S	78	-78	0	0.00000
Citrobacter sp. BDA59-3	2781952	S	41	-41	0	0.00000
Citrobacter sp. TSA-1	184912	S	14	-14	0	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	13	-13	0	0.00000
Citrobacter sp. CRE-46	1703250	S	11	-11	0	0.00000
Citrobacter sp. CFNIH10	1920110	S	10	-10	0	0.00000
Citrobacter sp. RHBSTW-00887	2742668	S	10	-10	0	0.00000
Citrobacter rodentium	67825	S	255	-255	0	0.00000
Citrobacter amalonaticus	35703	S	204	-204	0	0.00000
Citrobacter koseri	545	S	127	-127	0	0.00000
Citrobacter farmeri	67824	S	97	-97	0	0.00000
Citrobacter pasteurii	1563222	S	17	-17	0	0.00000
Salmonella enterica	28901	S	4381	-4381	0	0.00000
Salmonella bongori	54736	S	234	-234	0	0.00000
Salmonella sp. S13	2686305	S	37	-37	0	0.00000
Shigella dysenteriae	622	S	1580	-1580	0	0.00000
Shigella boydii	621	S	1046	-1046	0	0.00000
Shigella flexneri	623	S	1040	-1040	0	0.00000
Enterobacter hormaechei	158836	S	579	-579	0	0.00000
Enterobacter cloacae	550	S	577	-577	0	0.00000
Enterobacter roggenkampii	1812935	S	232	-232	0	0.00000
Enterobacter asburiae	61645	S	105	-105	0	0.00000
Enterobacter cancerogenus	69218	S	101	-101	0	0.00000
Enterobacter cloacae complex sp.	2027919	S	46	-46	0	0.00000
Enterobacter kobei	208224	S	56	-56	0	0.00000
Enterobacter chengduensis	2494701	S	40	-40	0	0.00000
Enterobacter ludwigii	299767	S	33	-33	0	0.00000
Enterobacter sichuanensis	2071710	S	21	-21	0	0.00000
Enterobacter sp. E76	2596949	S	421	-421	0	0.00000
Enterobacter sp. SA187	1914861	S	178	-178	0	0.00000
Enterobacter sp. RHBSTW-00994	2742676	S	124	-124	0	0.00000
Enterobacter sp. JUb54	2724468	S	100	-100	0	0.00000
Enterobacter sp. 638	399742	S	65	-65	0	0.00000
Enterobacter sp. RHBSTW-00175	2742639	S	55	-55	0	0.00000
Enterobacter sp. R4-368	1166130	S	25	-25	0	0.00000
Enterobacter sp. RHB15-C17	2742619	S	24	-24	0	0.00000
Enterobacter sp. N18-03635	2500132	S	10	-10	0	0.00000
Enterobacter oligotrophicus	2478464	S	76	-76	0	0.00000
Enterobacter bugandensis	881260	S	66	-66	0	0.00000
Enterobacter soli	885040	S	46	-46	0	0.00000
Atlantibacter hermannii	565	S	2459	-2459	0	0.00000
Kosakonia cowanii	208223	S	121	-121	0	0.00000
Kosakonia arachidis	551989	S	105	-105	0	0.00000
Kosakonia sp. SMBL-WEM22	2725560	S	61	-61	0	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	29	-29	0	0.00000
Kosakonia radicincitans	283686	S	91	-91	0	0.00000
Kosakonia sacchari	1158459	S	67	-67	0	0.00000
Kosakonia oryzae	497725	S	61	-61	0	0.00000
Kosakonia pseudosacchari	1646340	S	51	-51	0	0.00000
Leclercia sp. 29361	2714951	S	61	-61	0	0.00000
Leclercia sp. W6	2282310	S	28	-28	0	0.00000
Leclercia sp. J807	2681307	S	14	-14	0	0.00000
Leclercia sp. 119287	2681308	S	10	-10	0	0.00000
Leclercia adecarboxylata	83655	S	177	-177	0	0.00000
Raoultella ornithinolytica	54291	S	132	-132	0	0.00000
Raoultella planticola	575	S	118	-118	0	0.00000
Raoultella terrigena	577	S	90	-90	0	0.00000
Raoultella electrica	1259973	S	24	-24	0	0.00000
Cronobacter sakazakii	28141	S	92	-92	0	0.00000
Cronobacter dublinensis	413497	S	79	-79	0	0.00000
Cronobacter condimenti	1163710	S	77	-77	0	0.00000
Cronobacter malonaticus	413503	S	56	-56	0	0.00000
Cronobacter turicensis	413502	S	39	-39	0	0.00000
Cronobacter universalis	535744	S	36	-36	0	0.00000
Cronobacter muytjensii	413501	S	17	-17	0	0.00000
Cedecea neteri	158822	S	182	-182	0	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	99	-99	0	0.00000
Cedecea lapagei	158823	S	60	-60	0	0.00000
Lelliottia amnigena	61646	S	181	-181	0	0.00000
Lelliottia jeotgali	1907578	S	112	-112	0	0.00000
Lelliottia sp. WB101	2153385	S	22	-22	0	0.00000
Lelliottia nimipressuralis	69220	S	15	-15	0	0.00000
[Enterobacter] lignolyticus	1334193	S	146	-146	0	0.00000
Pluralibacter gergoviae	61647	S	123	-123	0	0.00000
Kluyvera intermedia	61648	S	133	-133	0	0.00000
Kluyvera genomosp. 3	2774055	S	109	-109	0	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	106	-106	0	0.00000
Buttiauxella agrestis	82977	S	92	-92	0	0.00000
Yokenella regensburgei	158877	S	168	-168	0	0.00000
Phytobacter ursingii	1972431	S	111	-111	0	0.00000
Phytobacter sp. SCO41	1756993	S	18	-18	0	0.00000
Scandinavium goeteborgense	1851514	S	130	-130	0	0.00000
Shimwellia blattae	563	S	110	-110	0	0.00000
Pseudescherichia vulneris	566	S	110	-110	0	0.00000
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	16	-16	0	0.00000
Candidatus Hoaglandella endobia	1778263	S	11	-11	0	0.00000
Plautia stali symbiont	891974	S	25	-25	0	0.00000
Metakosakonia sp. MRY16-398	2487150	S	17	-17	0	0.00000
Morganella morganii	582	S	753	-753	0	0.00000
Yersinia pestis	632	S	193	-193	0	0.00000
Yersinia enterocolitica	630	S	16	-16	0	0.00000
Serratia sp. 3ACOL1	2448483	S	32	-32	0	0.00000
Serratia symbiotica	138074	S	27	-27	0	0.00000
Serratia marcescens	615	S	19	-19	0	0.00000
Serratia fonticola	47917	S	19	-19	0	0.00000
Pantoea sp. At-9b	592316	S	20	-20	0	0.00000
Brenneria rubrifaciens	55213	S	10	-10	0	0.00000
Pectobacterium parmentieri	1905730	S	12	-12	0	0.00000
Candidatus Sodalis pierantonius	1486991	S	10	-10	0	0.00000
Vibrio sp. Scap24	2589990	S	5394	-5394	0	0.00000
Vibrio cholerae	666	S	13	-13	0	0.00000
Xanthomonas citri	346	S	451	-451	0	0.00000
Pseudomonas sp. SWI36	2083052	S	47	-47	0	0.00000
Pseudomonas sp. ABC1	2748080	S	18	-18	0	0.00000
Pseudomonas fluorescens	294	S	36	-36	0	0.00000
Pseudomonas putida	303	S	23	-23	0	0.00000
Pseudomonas aeruginosa	287	S	16	-16	0	0.00000
Pseudomonas stutzeri	316	S	12	-12	0	0.00000
Acinetobacter haemolyticus	29430	S	28	-28	0	0.00000
Haemophilus parainfluenzae	729	S	99	-99	0	0.00000
Shewanella sp. Scap07	2589987	S	36	-36	0	0.00000
Pseudoalteromonas sp. Scap06	2589991	S	21	-21	0	0.00000
Pseudoalteromonas sp. Scap25	2589992	S	17	-17	0	0.00000
Acidihalobacter ferrooxydans	1765967	S	80	-80	0	0.00000
Neptunomonas phycophila	1572645	S	24	-24	0	0.00000
Aeromonas hydrophila	644	S	23	-23	0	0.00000
Burkholderia dolosa	152500	S	133	-133	0	0.00000
Ralstonia pickettii	329	S	59	-59	0	0.00000
Ralstonia solanacearum	305	S	22	-22	0	0.00000
Cupriavidus oxalaticus	96344	S	58	-58	0	0.00000
Cupriavidus taiwanensis	164546	S	23	-23	0	0.00000
Sutterella faecalis	2584944	S	117	-117	0	0.00000
