name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Flavobacterium columnare	996	S	247	-247	0	0.00000
Flavobacterium sp. CJ74	2294119	S	27	-27	0	0.00000
Flavobacterium sp. KBS0721	1179672	S	19	-19	0	0.00000
Flavobacterium sp. LPB0248	2614441	S	11	-11	0	0.00000
Flavobacterium commune	1306519	S	43	-43	0	0.00000
Flavobacterium nackdongense	2547394	S	22	-22	0	0.00000
Flavobacterium johnsoniae	986	S	21	-21	0	0.00000
Flavobacterium alkalisoli	2602769	S	13	-13	0	0.00000
Flavobacterium branchiophilum	55197	S	11	-11	0	0.00000
Flavobacterium sediminis	2201181	S	10	-10	0	0.00000
Polaribacter sp. BM10	1529069	S	17	-17	0	0.00000
Polaribacter haliotis	1888915	S	25	-25	0	0.00000
Nonlabens sp. MJ115	2496866	S	14	-14	0	0.00000
Nonlabens sp. Ci31	2608253	S	13	-13	0	0.00000
Gramella echinicola	279359	S	29	-29	0	0.00000
Aquimarina sp. AD10	1714849	S	30	-30	0	0.00000
Seonamhaeicola sp. S2-3	1936081	S	31	-31	0	0.00000
Zobellia galactanivorans	63186	S	24	-24	0	0.00000
Aequorivita sublithincola	101385	S	21	-21	0	0.00000
Zunongwangia profunda	398743	S	16	-16	0	0.00000
Kordia sp. SMS9	2282170	S	14	-14	0	0.00000
Chryseobacterium sp. T16E-39	2015076	S	25	-25	0	0.00000
Chryseobacterium sp.	1871047	S	16	-16	0	0.00000
Chryseobacterium sp. G0201	2487065	S	11	-11	0	0.00000
Chryseobacterium glaciei	1685010	S	42	-42	0	0.00000
Chryseobacterium indologenes	253	S	28	-28	0	0.00000
Chryseobacterium aureum	2497456	S	17	-17	0	0.00000
Chryseobacterium shandongense	1493872	S	15	-15	0	0.00000
Chryseobacterium gallinarum	1324352	S	15	-15	0	0.00000
Chryseobacterium jeonii	266749	S	10	-10	0	0.00000
Elizabethkingia miricola	172045	S	11	-11	0	0.00000
Elizabethkingia anophelis	1117645	S	10	-10	0	0.00000
Riemerella anatipestifer	34085	S	21	-21	0	0.00000
Empedobacter brevis	247	S	13	-13	0	0.00000
Blattabacterium cuenoti	1653831	S	47	-47	0	0.00000
Hymenobacter sp. DG01	2584940	S	19	-19	0	0.00000
Pontibacter pudoricolor	2694930	S	20	-20	0	0.00000
Pontibacter akesuensis	388950	S	19	-19	0	0.00000
Pontibacter sp. SGAir0037	2571030	S	18	-18	0	0.00000
Nibribacter sp. BT10	2698458	S	28	-28	0	0.00000
Spirosoma sp. BT328	2692134	S	14	-14	0	0.00000
Spirosoma sp. PL0136	2710596	S	12	-12	0	0.00000
Spirosoma sp. KUDC1026	2745947	S	12	-12	0	0.00000
Spirosoma radiotolerans	1379870	S	25	-25	0	0.00000
Spirosoma pollinicola	2057025	S	12	-12	0	0.00000
Runella slithyformis	106	S	10	-10	0	0.00000
Dyadobacter fermentans	94254	S	19	-19	0	0.00000
Rhodocytophaga sp. 172606-1	2704465	S	14	-14	0	0.00000
Cytophaga hutchinsonii	985	S	10	-10	0	0.00000
Algoriphagus machipongonensis	388413	S	22	-22	0	0.00000
Algoriphagus sp. Y33	2772483	S	11	-11	0	0.00000
Cyclobacterium amurskyense	320787	S	18	-18	0	0.00000
Aquiflexum balticum	280473	S	18	-18	0	0.00000
Flammeovirga sp. MY04	1191459	S	23	-23	0	0.00000
Flammeovirga pectinis	2494373	S	17	-17	0	0.00000
Sphingobacterium sp. ML3W	1538644	S	42	-42	0	0.00000
Sphingobacterium sp. DR205	2713573	S	11	-11	0	0.00000
Sphingobacterium sp. 21	743722	S	10	-10	0	0.00000
Sphingobacterium thalpophilum	259	S	29	-29	0	0.00000
Sphingobacterium psychroaquaticum	561061	S	29	-29	0	0.00000
Sphingobacterium mizutaii	1010	S	18	-18	0	0.00000
Sphingobacterium daejeonense	371142	S	11	-11	0	0.00000
Pedobacter sp. JBR3-12	2789740	S	24	-24	0	0.00000
Pedobacter sp. HDW13	2714940	S	13	-13	0	0.00000
Pedobacter sp. PACM 27299	1727164	S	11	-11	0	0.00000
Pedobacter ginsengisoli	363852	S	24	-24	0	0.00000
Pedobacter cryoconitis	188932	S	12	-12	0	0.00000
Pedobacter suwonensis	332999	S	11	-11	0	0.00000
Mucilaginibacter paludis	423351	S	43	-43	0	0.00000
Mucilaginibacter sp. HYN0043	2305508	S	10	-10	0	0.00000
Mucilaginibacter ginsenosidivorans	398053	S	19	-19	0	0.00000
Mucilaginibacter mallensis	652787	S	11	-11	0	0.00000
Pseudopedobacter saltans	151895	S	22	-22	0	0.00000
Olivibacter sp. SDN3	2764720	S	18	-18	0	0.00000
Solitalea canadensis	995	S	18	-18	0	0.00000
Chitinophaga sp. H33E-04	2703787	S	45	-45	0	0.00000
Chitinophaga sp. XS-30	2604421	S	20	-20	0	0.00000
Chitinophaga sp. MD30	2033437	S	17	-17	0	0.00000
Chitinophaga caeni	2029983	S	41	-41	0	0.00000
Chitinophaga pinensis	79329	S	19	-19	0	0.00000
Flavisolibacter ginsenosidimutans	661481	S	37	-37	0	0.00000
Flavisolibacter sp. 17J28-1	2502779	S	13	-13	0	0.00000
Arachidicoccus soli	2341117	S	15	-15	0	0.00000
Arachidicoccus ginsenosidivorans	496057	S	12	-12	0	0.00000
Pseudobacter ginsenosidimutans	661488	S	25	-25	0	0.00000
Filimonas lacunae	477680	S	14	-14	0	0.00000
Paraflavitalea soli	2315862	S	11	-11	0	0.00000
Rhodothermus marinus	29549	S	14	-14	0	0.00000
Pelodictyon luteolum	1100	S	11	-11	0	0.00000
Chlorobaculum tepidum	1097	S	20	-20	0	0.00000
Chlorobaculum limnaeum	274537	S	14	-14	0	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	12	-12	0	0.00000
Chloroherpeton thalassium	100716	S	20	-20	0	0.00000
Melioribacter roseus	1134405	S	46	-46	0	0.00000
Fibrobacter succinogenes	833	S	41	-41	0	0.00000
Gemmatimonas sp. TET16	2732249	S	23	-23	0	0.00000
Gemmatirosa kalamazoonesis	861299	S	10	-10	0	0.00000
Candidatus Cloacimonas acidaminovorans	456827	S	18	-18	0	0.00000
Staphylococcus aureus	1280	S	1316585	-1316585	0	0.00000
Staphylococcus cohnii	29382	S	72	-72	0	0.00000
Staphylococcus lutrae	155085	S	20	-20	0	0.00000
Staphylococcus epidermidis	1282	S	19	-19	0	0.00000
Staphylococcus xylosus	1288	S	17	-17	0	0.00000
Staphylococcus caprae	29380	S	13	-13	0	0.00000
Staphylococcus simulans	1286	S	12	-12	0	0.00000
Staphylococcus haemolyticus	1283	S	10	-10	0	0.00000
Macrococcus canis	1855823	S	14	-14	0	0.00000
Salinicoccus halodurans	407035	S	21	-21	0	0.00000
Jeotgalicoccus saudimassiliensis	1461582	S	13	-13	0	0.00000
Bacillus sp. BD59S	2499213	S	63	-63	0	0.00000
Bacillus sp. FJAT-42376	2014076	S	37	-37	0	0.00000
Bacillus sp. FJAT-18017	1705566	S	33	-33	0	0.00000
Bacillus sp. S3	486398	S	32	-32	0	0.00000
Bacillus sp. DSL-17	2567941	S	20	-20	0	0.00000
Bacillus sp. 1NLA3E	666686	S	19	-19	0	0.00000
Bacillus sp. SB49	1071080	S	18	-18	0	0.00000
Bacillus sp. PAMC26568	2760090	S	17	-17	0	0.00000
Bacillus sp. CS13	2728853	S	17	-17	0	0.00000
Bacillus sp. M4U3P1	2592382	S	16	-16	0	0.00000
Bacillus sp. THAF10	2587848	S	15	-15	0	0.00000
Bacillus sp. NSP9.1	1071078	S	15	-15	0	0.00000
Bacillus sp. Cs-700	2589818	S	14	-14	0	0.00000
Bacillus sp. FJAT-45348	2011012	S	13	-13	0	0.00000
Bacillus sp. HD4P25	2779776	S	12	-12	0	0.00000
Bacillus sp. KH172YL63	2709784	S	12	-12	0	0.00000
Bacillus sp. X1(2014)	1565991	S	12	-12	0	0.00000
Bacillus cereus	1396	S	51	-51	0	0.00000
Bacillus thuringiensis	1428	S	44	-44	0	0.00000
Bacillus pseudomycoides	64104	S	15	-15	0	0.00000
Bacillus mycoides	1405	S	11	-11	0	0.00000
Bacillus cytotoxicus	580165	S	11	-11	0	0.00000
Bacillus luti	2026191	S	10	-10	0	0.00000
Bacillus velezensis	492670	S	23	-23	0	0.00000
Bacillus amyloliquefaciens	1390	S	15	-15	0	0.00000
Bacillus subtilis	1423	S	27	-27	0	0.00000
Bacillus vallismortis	72361	S	18	-18	0	0.00000
Bacillus sonorensis	119858	S	15	-15	0	0.00000
Bacillus tequilensis	227866	S	15	-15	0	0.00000
Bacillus paralicheniformis	1648923	S	15	-15	0	0.00000
Bacillus coagulans	1398	S	45	-45	0	0.00000
Bacillus circulans	1397	S	44	-44	0	0.00000
Bacillus megaterium	1404	S	41	-41	0	0.00000
Bacillus glycinifermentans	1664069	S	36	-36	0	0.00000
Bacillus infantis	324767	S	35	-35	0	0.00000
Bacillus pumilus	1408	S	34	-34	0	0.00000
Bacillus flexus	86664	S	32	-32	0	0.00000
Bacillus weihaiensis	1547283	S	20	-20	0	0.00000
Bacillus cohnii	33932	S	18	-18	0	0.00000
Bacillus marisflavi	189381	S	17	-17	0	0.00000
Bacillus vietnamensis	218284	S	15	-15	0	0.00000
Bacillus altitudinis	293387	S	14	-14	0	0.00000
Bacillus ciccensis	1670641	S	12	-12	0	0.00000
Bacillus gobiensis	1441095	S	12	-12	0	0.00000
Bacillus freudenreichii	1783501	S	11	-11	0	0.00000
Bacillus smithii	1479	S	11	-11	0	0.00000
Virgibacillus sp. Bac332	2419842	S	20	-20	0	0.00000
Virgibacillus sp. MSP4-1	2700081	S	13	-13	0	0.00000
Virgibacillus phasianinus	2017483	S	33	-33	0	0.00000
Geobacillus subterraneus	129338	S	20	-20	0	0.00000
Geobacillus genomosp. 3	1921421	S	12	-12	0	0.00000
Peribacillus muralis	264697	S	22	-22	0	0.00000
Peribacillus simplex	1478	S	18	-18	0	0.00000
Peribacillus asahii	228899	S	12	-12	0	0.00000
Peribacillus butanolivorans	421767	S	11	-11	0	0.00000
Cytobacillus oceanisediminis	665099	S	36	-36	0	0.00000
Cytobacillus kochii	859143	S	21	-21	0	0.00000
Alkalihalobacillus halodurans	86665	S	18	-18	0	0.00000
Alkalihalobacillus clausii	79880	S	13	-13	0	0.00000
Lysinibacillus sp. YS11	2072025	S	12	-12	0	0.00000
Lysinibacillus sp. SGAir0095	2070463	S	11	-11	0	0.00000
Terribacillus goriensis	386490	S	51	-51	0	0.00000
Oceanobacillus iheyensis	182710	S	18	-18	0	0.00000
Oceanobacillus sp. 160	2052660	S	14	-14	0	0.00000
Oceanobacillus kimchii	746691	S	13	-13	0	0.00000
Lentibacillus sp. CBA3610	2518176	S	23	-23	0	0.00000
Lentibacillus amyloliquefaciens	1472767	S	15	-15	0	0.00000
Halobacillus halophilus	1570	S	17	-17	0	0.00000
Halobacillus mangrovi	402384	S	11	-11	0	0.00000
Halobacillus litoralis	45668	S	10	-10	0	0.00000
Mesobacillus foraminis	279826	S	23	-23	0	0.00000
Mesobacillus jeotgali	129985	S	12	-12	0	0.00000
Fictibacillus arsenicus	255247	S	13	-13	0	0.00000
Salimicrobium jeotgali	1230341	S	27	-27	0	0.00000
Metabacillus sp. KUDC1714	2745198	S	14	-14	0	0.00000
Salicibibacter halophilus	2502791	S	13	-13	0	0.00000
Neobacillus mesonae	1193713	S	21	-21	0	0.00000
Anaerobacillus isosaccharinicus	1532552	S	18	-18	0	0.00000
Pradoshia sp. D12	2651284	S	18	-18	0	0.00000
Gracilibacillus sp. SCU50	2663022	S	17	-17	0	0.00000
Amphibacillus xylanus	1449	S	11	-11	0	0.00000
Aeribacillus pallidus	33936	S	10	-10	0	0.00000
Paenibacillus sp. FSL H7-0357	1536774	S	43	-43	0	0.00000
Paenibacillus sp. FSL H7-0737	1536775	S	32	-32	0	0.00000
Paenibacillus sp. PAMC21692	2762320	S	30	-30	0	0.00000
Paenibacillus sp. RUD330	2023772	S	28	-28	0	0.00000
Paenibacillus sp. DCT19	2211212	S	27	-27	0	0.00000
Paenibacillus sp. 32O-W	1695218	S	27	-27	0	0.00000
Paenibacillus sp. FSL R7-0273	1536772	S	27	-27	0	0.00000
Paenibacillus sp. FSL R7-0331	1536773	S	26	-26	0	0.00000
Paenibacillus sp. URB8-2	2741301	S	22	-22	0	0.00000
Paenibacillus sp. JNUCC-31	2777983	S	22	-22	0	0.00000
Paenibacillus sp. FSL R5-0912	1536771	S	18	-18	0	0.00000
Paenibacillus sp. IHBB 10380	1566358	S	18	-18	0	0.00000
Paenibacillus sp. BIHB4019	1870819	S	18	-18	0	0.00000
Paenibacillus sp. JZ16	1906272	S	18	-18	0	0.00000
Paenibacillus sp. FSL P4-0081	1536769	S	18	-18	0	0.00000
Paenibacillus sp. JDR-2	324057	S	18	-18	0	0.00000
Paenibacillus sp. E222	2748863	S	18	-18	0	0.00000
Paenibacillus sp. B01	2660554	S	18	-18	0	0.00000
Paenibacillus sp. HB172198	2565926	S	17	-17	0	0.00000
Paenibacillus sp. CAA11	1532905	S	16	-16	0	0.00000
Paenibacillus sp. UniB2	2726185	S	15	-15	0	0.00000
Paenibacillus sp. FSL R5-0345	1536770	S	12	-12	0	0.00000
Paenibacillus sp. 37	2607911	S	10	-10	0	0.00000
Paenibacillus barcinonensis	198119	S	51	-51	0	0.00000
Paenibacillus donghaensis	414771	S	43	-43	0	0.00000
Paenibacillus bovis	1616788	S	40	-40	0	0.00000
Paenibacillus polymyxa	1406	S	35	-35	0	0.00000
Paenibacillus mucilaginosus	61624	S	34	-34	0	0.00000
Paenibacillus cellulositrophicus	562959	S	34	-34	0	0.00000
Paenibacillus lentus	1338368	S	32	-32	0	0.00000
Paenibacillus ihbetae	1870820	S	32	-32	0	0.00000
Paenibacillus borealis	160799	S	31	-31	0	0.00000
Paenibacillus thiaminolyticus	49283	S	29	-29	0	0.00000
Paenibacillus chitinolyticus	79263	S	29	-29	0	0.00000
Paenibacillus cellulosilyticus	375489	S	29	-29	0	0.00000
Paenibacillus odorifer	189426	S	28	-28	0	0.00000
Paenibacillus physcomitrellae	1619311	S	25	-25	0	0.00000
Paenibacillus psychroresistens	1778678	S	25	-25	0	0.00000
Paenibacillus lutimineralis	2707005	S	25	-25	0	0.00000
Paenibacillus albus	2495582	S	24	-24	0	0.00000
Paenibacillus naphthalenovorans	162209	S	24	-24	0	0.00000
Paenibacillus alvei	44250	S	23	-23	0	0.00000
Paenibacillus protaetiae	2509456	S	22	-22	0	0.00000
Paenibacillus sabinae	365617	S	22	-22	0	0.00000
Paenibacillus guangzhouensis	1473112	S	21	-21	0	0.00000
Paenibacillus durus	44251	S	21	-21	0	0.00000
Paenibacillus jilunlii	682956	S	21	-21	0	0.00000
Paenibacillus rhizovicinus	2704463	S	21	-21	0	0.00000
Paenibacillus larvae	1464	S	20	-20	0	0.00000
Paenibacillus stellifer	169760	S	20	-20	0	0.00000
Paenibacillus xylanilyticus	248903	S	18	-18	0	0.00000
Paenibacillus lycopersici	2704462	S	18	-18	0	0.00000
Paenibacillus riograndensis	483937	S	17	-17	0	0.00000
Paenibacillus antarcticus	253703	S	17	-17	0	0.00000
Paenibacillus baekrokdamisoli	1712516	S	17	-17	0	0.00000
Paenibacillus lautus	1401	S	16	-16	0	0.00000
Paenibacillus terrae	159743	S	16	-16	0	0.00000
Paenibacillus xylanexedens	528191	S	15	-15	0	0.00000
Paenibacillus crassostreae	1763538	S	14	-14	0	0.00000
Paenibacillus swuensis	1178515	S	13	-13	0	0.00000
Paenibacillus brasilensis	128574	S	13	-13	0	0.00000
Paenibacillus yonginensis	1462996	S	11	-11	0	0.00000
Paenibacillus beijingensis	1126833	S	11	-11	0	0.00000
Brevibacillus brevis	1393	S	44	-44	0	0.00000
Brevibacillus laterosporus	1465	S	32	-32	0	0.00000
Brevibacillus sp. SCSIO 07484	2496837	S	13	-13	0	0.00000
Brevibacillus sp. JNUCC-41	2778370	S	10	-10	0	0.00000
Brevibacillus agri	51101	S	21	-21	0	0.00000
Cohnella sp. MFER-1	2728023	S	48	-48	0	0.00000
Cohnella abietis	2507935	S	10	-10	0	0.00000
Thermobacillus composti	377615	S	26	-26	0	0.00000
Saccharibacillus brassicae	2583377	S	23	-23	0	0.00000
Aneurinibacillus sp. XH2	1450761	S	14	-14	0	0.00000
Sporosarcina ureae	1571	S	148	-148	0	0.00000
Sporosarcina sp. PTS2304	2283194	S	16	-16	0	0.00000
Sporosarcina pasteurii	1474	S	19	-19	0	0.00000
Sporosarcina ureilytica	298596	S	10	-10	0	0.00000
Planococcus sp. MB-3u-03	2058136	S	59	-59	0	0.00000
Planococcus sp. Y42	2213202	S	25	-25	0	0.00000
Planococcus sp. PAMC 21323	1526927	S	11	-11	0	0.00000
Planococcus rifietoensis	200991	S	14	-14	0	0.00000
Planococcus dechangensis	1176255	S	14	-14	0	0.00000
Paenisporosarcina antarctica	417367	S	12	-12	0	0.00000
Jeotgalibacillus malaysiensis	1508404	S	17	-17	0	0.00000
Ureibacillus thermosphaericus	51173	S	17	-17	0	0.00000
Planomicrobium glaciei	459472	S	16	-16	0	0.00000
Solibacillus silvestris	76853	S	12	-12	0	0.00000
Gemella haemolysans	1379	S	60	-60	0	0.00000
Gemella morbillorum	29391	S	36	-36	0	0.00000
Gemella sanguinis	84135	S	10	-10	0	0.00000
Exiguobacterium mexicanum	340146	S	19	-19	0	0.00000
Listeria monocytogenes	1639	S	48	-48	0	0.00000
Listeria seeligeri	1640	S	21	-21	0	0.00000
Listeria sp. PSOL-1	1844999	S	14	-14	0	0.00000
Listeria ivanovii	1638	S	13	-13	0	0.00000
Listeria grayi	1641	S	12	-12	0	0.00000
Listeria welshimeri	1643	S	10	-10	0	0.00000
Tumebacillus avium	1903704	S	24	-24	0	0.00000
Alicyclobacillus acidocaldarius	405212	S	24	-24	0	0.00000
Kyrpidia spormannii	2055160	S	12	-12	0	0.00000
Laceyella sacchari	37482	S	25	-25	0	0.00000
Kroppenstedtia eburnea	714067	S	12	-12	0	0.00000
Staphylospora marina	2490858	S	16	-16	0	0.00000
Thermoactinomyces vulgaris	2026	S	11	-11	0	0.00000
Sporolactobacillus terrae	269673	S	33	-33	0	0.00000
Streptococcus sp. HSISS3	1316412	S	501	-501	0	0.00000
Streptococcus sp. HSISS2	1316411	S	308	-308	0	0.00000
Streptococcus sp. LPB0220	2610896	S	62	-62	0	0.00000
Streptococcus sp. oral taxon 431	712633	S	59	-59	0	0.00000
Streptococcus sp. HSISM1	1316408	S	57	-57	0	0.00000
Streptococcus sp. oral taxon 061	712623	S	42	-42	0	0.00000
Streptococcus sp. A12	1759399	S	17	-17	0	0.00000
Streptococcus sp. Z15	2173853	S	14	-14	0	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	10	-10	0	0.00000
Streptococcus sp. 1643	2576376	S	10	-10	0	0.00000
Streptococcus acidominimus	1326	S	487	-487	0	0.00000
Streptococcus suis	1307	S	212	-212	0	0.00000
Streptococcus salivarius	1304	S	199	-199	0	0.00000
Streptococcus thermophilus	1308	S	186	-186	0	0.00000
Streptococcus mutans	1309	S	153	-153	0	0.00000
Streptococcus pyogenes	1314	S	117	-117	0	0.00000
Streptococcus agalactiae	1311	S	112	-112	0	0.00000
Streptococcus mitis	28037	S	102	-102	0	0.00000
Streptococcus sanguinis	1305	S	97	-97	0	0.00000
Streptococcus intermedius	1338	S	52	-52	0	0.00000
Streptococcus anginosus	1328	S	20	-20	0	0.00000
Streptococcus constellatus	76860	S	11	-11	0	0.00000
Streptococcus parasanguinis	1318	S	84	-84	0	0.00000
Streptococcus pasteurianus	197614	S	78	-78	0	0.00000
Streptococcus pneumoniae	1313	S	68	-68	0	0.00000
Streptococcus canis	1329	S	68	-68	0	0.00000
Streptococcus equi	1336	S	52	-52	0	0.00000
Streptococcus dysgalactiae	1334	S	11	-11	0	0.00000
Streptococcus cristatus	45634	S	61	-61	0	0.00000
Streptococcus oralis	1303	S	53	-53	0	0.00000
Streptococcus gordonii	1302	S	37	-37	0	0.00000
Streptococcus gallolyticus	315405	S	34	-34	0	0.00000
Streptococcus vestibularis	1343	S	27	-27	0	0.00000
Streptococcus lutetiensis	150055	S	26	-26	0	0.00000
Streptococcus ratti	1341	S	25	-25	0	0.00000
Streptococcus equinus	1335	S	24	-24	0	0.00000
Streptococcus australis	113107	S	22	-22	0	0.00000
Streptococcus gwangjuense	1433513	S	17	-17	0	0.00000
Streptococcus sobrinus	1310	S	17	-17	0	0.00000
Streptococcus respiraculi	2021971	S	16	-16	0	0.00000
Streptococcus porcinus	1340	S	16	-16	0	0.00000
Streptococcus iniae	1346	S	15	-15	0	0.00000
Streptococcus merionis	400065	S	15	-15	0	0.00000
Streptococcus uberis	1349	S	13	-13	0	0.00000
Streptococcus pseudopneumoniae	257758	S	13	-13	0	0.00000
Streptococcus himalayensis	1888195	S	12	-12	0	0.00000
Streptococcus pantholopis	1811193	S	12	-12	0	0.00000
Streptococcus urinalis	149016	S	11	-11	0	0.00000
Streptococcus koreensis	2382163	S	11	-11	0	0.00000
Streptococcus halotolerans	1814128	S	10	-10	0	0.00000
Lactococcus lactis	1358	S	313	-313	0	0.00000
Lactococcus raffinolactis	1366	S	54	-54	0	0.00000
Lactococcus piscium	1364	S	24	-24	0	0.00000
Enterococcus faecium	1352	S	2061	-2061	0	0.00000
Enterococcus saigonensis	1805431	S	145	-145	0	0.00000
Enterococcus avium	33945	S	70	-70	0	0.00000
Enterococcus cecorum	44008	S	57	-57	0	0.00000
Enterococcus faecalis	1351	S	38	-38	0	0.00000
Enterococcus hirae	1354	S	20	-20	0	0.00000
Enterococcus gilvus	160453	S	16	-16	0	0.00000
Enterococcus durans	53345	S	12	-12	0	0.00000
Enterococcus wangshanyuanii	2005703	S	11	-11	0	0.00000
Vagococcus sp. CF-49	2562451	S	12	-12	0	0.00000
Vagococcus sp. MN-17	2571750	S	10	-10	0	0.00000
Tetragenococcus halophilus	51669	S	11	-11	0	0.00000
Tetragenococcus osmophilus	526944	S	10	-10	0	0.00000
Ligilactobacillus ruminis	1623	S	240	-240	0	0.00000
Ligilactobacillus agilis	1601	S	41	-41	0	0.00000
Lactobacillus murinus	1622	S	29	-29	0	0.00000
Ligilactobacillus salivarius	1624	S	29	-29	0	0.00000
Lactobacillus delbrueckii	1584	S	62	-62	0	0.00000
Lactobacillus iners	147802	S	22	-22	0	0.00000
Lactobacillus sp. BHWM-4	2419772	S	14	-14	0	0.00000
Lactobacillus johnsonii	33959	S	19	-19	0	0.00000
Lactobacillus crispatus	47770	S	16	-16	0	0.00000
Lactobacillus jensenii	109790	S	14	-14	0	0.00000
Lactobacillus manihotivorans	88233	S	21	-21	0	0.00000
Lactobacillus rhamnosus	47715	S	10	-10	0	0.00000
Lactobacillus pontis	35787	S	17	-17	0	0.00000
Limosilactobacillus fermentum	1613	S	14	-14	0	0.00000
Lactobacillus vaginalis	1633	S	13	-13	0	0.00000
Limosilactobacillus reuteri	1598	S	12	-12	0	0.00000
Lactiplantibacillus plantarum	1590	S	35	-35	0	0.00000
Lactobacillus pentosus	1589	S	14	-14	0	0.00000
Lactobacillus coryniformis	1610	S	19	-19	0	0.00000
Lactobacillus backii	375175	S	11	-11	0	0.00000
Lactobacillus hordei	468911	S	16	-16	0	0.00000
Liquorilactobacillus nagelii	82688	S	12	-12	0	0.00000
Lactobacillus oligofermentans	293371	S	15	-15	0	0.00000
