name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Salegentibacter salegens	143223	S	36	-36	0	0.00000
Formosa sp. Hel3_A1_48	1336795	S	13	-13	0	0.00000
Myroides phaeus	702745	S	16	-16	0	0.00000
Dokdonia sp. 4H-3-7-5	983548	S	14	-14	0	0.00000
Kordia sp. SMS9	2282170	S	15	-15	0	0.00000
Robiginitalea biformata	252307	S	17	-17	0	0.00000
Arenibacter algicola	616991	S	14	-14	0	0.00000
Flavivirga eckloniae	1803846	S	14	-14	0	0.00000
Gillisia sp. Hel1_33_143	1336796	S	13	-13	0	0.00000
Oceanihabitans sp. IOP_32	2529032	S	12	-12	0	0.00000
Zunongwangia profunda	398743	S	11	-11	0	0.00000
Chryseobacterium sp. IHB B 17019	1721091	S	33	-33	0	0.00000
Chryseobacterium sp. StRB126	878220	S	25	-25	0	0.00000
Chryseobacterium sp. cx-624	2758037	S	19	-19	0	0.00000
Chryseobacterium sp. POL2	2713414	S	15	-15	0	0.00000
Chryseobacterium sp. G0201	2487065	S	14	-14	0	0.00000
Chryseobacterium sp. NBC 122	2547600	S	13	-13	0	0.00000
Chryseobacterium sp. 3008163	2478663	S	11	-11	0	0.00000
Chryseobacterium joostei	112234	S	29	-29	0	0.00000
Chryseobacterium indologenes	253	S	27	-27	0	0.00000
Chryseobacterium carnipullorum	1124835	S	17	-17	0	0.00000
Chryseobacterium indoltheticum	254	S	14	-14	0	0.00000
Chryseobacterium piperi	558152	S	14	-14	0	0.00000
Chryseobacterium aureum	2497456	S	11	-11	0	0.00000
Chryseobacterium shandongense	1493872	S	11	-11	0	0.00000
Chryseobacterium taklimakanense	536441	S	17	-17	0	0.00000
Ornithobacterium rhinotracheale	28251	S	98	-98	0	0.00000
Elizabethkingia meningoseptica	238	S	24	-24	0	0.00000
Elizabethkingia miricola	172045	S	16	-16	0	0.00000
Empedobacter brevis	247	S	10	-10	0	0.00000
Riemerella anatipestifer	34085	S	13	-13	0	0.00000
Blattabacterium cuenoti	1653831	S	60	-60	0	0.00000
Fluviicola taffensis	191579	S	22	-22	0	0.00000
Owenweeksia hongkongensis	253245	S	10	-10	0	0.00000
Hymenobacter sp. PAMC 26628	1484118	S	69	-69	0	0.00000
Hymenobacter sp. APR13	1356852	S	57	-57	0	0.00000
Hymenobacter sp. DG01	2584940	S	33	-33	0	0.00000
Hymenobacter sp. BRD128	2675878	S	26	-26	0	0.00000
Hymenobacter sp. PAMC 26554	1484116	S	24	-24	0	0.00000
Hymenobacter sp. BT18	2724192	S	22	-22	0	0.00000
Hymenobacter sp. TS19	2735321	S	20	-20	0	0.00000
Hymenobacter sp. DG25B	1385664	S	17	-17	0	0.00000
Hymenobacter sp. BT182	2697562	S	17	-17	0	0.00000
Hymenobacter sp. HDW8	2714932	S	17	-17	0	0.00000
Hymenobacter sp. NBH84	2596915	S	10	-10	0	0.00000
Hymenobacter qilianensis	1385715	S	40	-40	0	0.00000
Hymenobacter nivis	1850093	S	39	-39	0	0.00000
Hymenobacter oligotrophus	2319843	S	34	-34	0	0.00000
Hymenobacter jejuensis	2502781	S	23	-23	0	0.00000
Hymenobacter swuensis	1446467	S	20	-20	0	0.00000
Hymenobacter sedentarius	1411621	S	13	-13	0	0.00000
Hymenobacter baengnokdamensis	2615203	S	10	-10	0	0.00000
Pontibacter actiniarum	323450	S	73	-73	0	0.00000
Pontibacter russatus	2694929	S	46	-46	0	0.00000
Pontibacter sp. SGAir0037	2571030	S	29	-29	0	0.00000
Pontibacter akesuensis	388950	S	26	-26	0	0.00000
Rufibacter sp. DG31D	1379910	S	22	-22	0	0.00000
Rufibacter tibetensis	512763	S	10	-10	0	0.00000
Nibribacter sp. BT10	2698458	S	33	-33	0	0.00000
Spirosoma sp. TS118	2735870	S	51	-51	0	0.00000
Spirosoma sp. CJU-R4	2728024	S	42	-42	0	0.00000
Spirosoma sp. KUDC1026	2745947	S	20	-20	0	0.00000
Spirosoma sp. KCTC 42546	2520506	S	19	-19	0	0.00000
Spirosoma rigui	564064	S	30	-30	0	0.00000
Spirosoma pollinicola	2057025	S	24	-24	0	0.00000
Spirosoma aerolatum	1211326	S	14	-14	0	0.00000
Spirosoma montaniterrae	1178516	S	13	-13	0	0.00000
Runella slithyformis	106	S	67	-67	0	0.00000
Runella sp. HYN0085	2259595	S	36	-36	0	0.00000
Dyadobacter fermentans	94254	S	49	-49	0	0.00000
Fibrella sp. ES10-3-2-2	1834519	S	14	-14	0	0.00000
Fibrella aestuarina	651143	S	13	-13	0	0.00000
Cytophaga hutchinsonii	985	S	20	-20	0	0.00000
Echinicola rosea	1807691	S	21	-21	0	0.00000
Echinicola vietnamensis	390884	S	18	-18	0	0.00000
Algoriphagus sp. Y33	2772483	S	24	-24	0	0.00000
Aquiflexum balticum	280473	S	30	-30	0	0.00000
Chryseolinea soli	2321403	S	57	-57	0	0.00000
Roseivirga pacifica	1267423	S	17	-17	0	0.00000
Flammeovirga pectinis	2494373	S	10	-10	0	0.00000
Pedobacter sp. SW-16	2766984	S	41	-41	0	0.00000
Pedobacter sp. JBR3-12	2789740	S	18	-18	0	0.00000
Pedobacter steynii	430522	S	23	-23	0	0.00000
Pedobacter roseus	336820	S	20	-20	0	0.00000
Pedobacter ginsengisoli	363852	S	20	-20	0	0.00000
Pedobacter cryoconitis	188932	S	10	-10	0	0.00000
Sphingobacterium sp. DR205	2713573	S	17	-17	0	0.00000
Sphingobacterium sp. B29	1933220	S	12	-12	0	0.00000
Sphingobacterium thalpophilum	259	S	40	-40	0	0.00000
Sphingobacterium lactis	797291	S	14	-14	0	0.00000
Sphingobacterium hotanense	649196	S	10	-10	0	0.00000
Mucilaginibacter rubeus	2027860	S	22	-22	0	0.00000
Mucilaginibacter xinganensis	1234841	S	21	-21	0	0.00000
Mucilaginibacter paludis	423351	S	13	-13	0	0.00000
Mucilaginibacter ginsenosidivorax	862126	S	12	-12	0	0.00000
Solitalea canadensis	995	S	11	-11	0	0.00000
Anseongella ginsenosidimutans	496056	S	11	-11	0	0.00000
Chitinophaga sp. MD30	2033437	S	40	-40	0	0.00000
Chitinophaga sp. XS-30	2604421	S	28	-28	0	0.00000
Chitinophaga sp. H33E-04	2703787	S	27	-27	0	0.00000
Chitinophaga pinensis	79329	S	47	-47	0	0.00000
Chitinophaga caeni	2029983	S	18	-18	0	0.00000
Arachidicoccus sp. B3-10	2545455	S	28	-28	0	0.00000
Arachidicoccus soli	2341117	S	19	-19	0	0.00000
Arachidicoccus ginsenosidivorans	496057	S	10	-10	0	0.00000
Niabella soli	446683	S	21	-21	0	0.00000
Niabella ginsenosidivorans	1176587	S	13	-13	0	0.00000
Flavisolibacter ginsenosidimutans	661481	S	12	-12	0	0.00000
Flavisolibacter sp. 17J28-1	2502779	S	11	-11	0	0.00000
Pseudobacter ginsenosidimutans	661488	S	18	-18	0	0.00000
Filimonas lacunae	477680	S	17	-17	0	0.00000
Flavihumibacter sp. SB-02	2676868	S	13	-13	0	0.00000
Niastella koreensis	354356	S	10	-10	0	0.00000
Rhodothermus marinus	29549	S	20	-20	0	0.00000
Haliscomenobacter hydrossis	2350	S	24	-24	0	0.00000
Chlorobium chlorochromatii	337090	S	22	-22	0	0.00000
Chlorobium phaeovibrioides	1094	S	20	-20	0	0.00000
Chlorobium phaeobacteroides	1096	S	13	-13	0	0.00000
Chlorobium limicola	1092	S	11	-11	0	0.00000
Pelodictyon luteolum	1100	S	30	-30	0	0.00000
Chlorobaculum limnaeum	274537	S	10	-10	0	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	20	-20	0	0.00000
Melioribacter roseus	1134405	S	33	-33	0	0.00000
Gemmatimonas phototrophica	1379270	S	13	-13	0	0.00000
Gemmatirosa kalamazoonesis	861299	S	11	-11	0	0.00000
Fibrobacter succinogenes	833	S	26	-26	0	0.00000
Roseburia intestinalis	166486	S	36435	-36435	0	0.00000
Roseburia hominis	301301	S	22065	-22065	0	0.00000
Anaerostipes hadrus	649756	S	46000	-46000	0	0.00000
Anaerostipes rhamnosivorans	1229621	S	838	-838	0	0.00000
Anaerostipes caccae	105841	S	546	-546	0	0.00000
Blautia sp. SC05B48	2479767	S	21531	-21531	0	0.00000
Blautia sp. LZLJ-3	2779518	S	2176	-2176	0	0.00000
Blautia producta	33035	S	3236	-3236	0	0.00000
Blautia argi	1912897	S	2085	-2085	0	0.00000
Blautia hansenii	1322	S	1987	-1987	0	0.00000
Anaerobutyricum hallii	39488	S	24201	-24201	0	0.00000
Lachnospira eligens	39485	S	12637	-12637	0	0.00000
Enterocloster bolteae	208479	S	7733	-7733	0	0.00000
Enterocloster clostridioformis	1531	S	3779	-3779	0	0.00000
[Clostridium] scindens	29347	S	2525	-2525	0	0.00000
Lachnoclostridium phocaeense	1871021	S	1784	-1784	0	0.00000
Lachnoclostridium sp. YL32	1834196	S	1544	-1544	0	0.00000
[Clostridium] hylemonae	89153	S	748	-748	0	0.00000
Lachnoclostridium phytofermentans	66219	S	514	-514	0	0.00000
[Ruminococcus] gnavus	33038	S	6573	-6573	0	0.00000
Butyrivibrio fibrisolvens	831	S	1181	-1181	0	0.00000
Butyrivibrio hungatei	185008	S	1035	-1035	0	0.00000
Butyrivibrio proteoclasticus	43305	S	908	-908	0	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	1891	-1891	0	0.00000
Anaerocolumna sp. CTTW	2736602	S	586	-586	0	0.00000
Anaerocolumna sp. CBA3638	2696063	S	482	-482	0	0.00000
Anaerocolumna cellulosilytica	433286	S	422	-422	0	0.00000
Lacrimispora saccharolytica	84030	S	849	-849	0	0.00000
Lacrimispora sphenoides	29370	S	563	-563	0	0.00000
Lachnoanaerobaculum umeaense	617123	S	645	-645	0	0.00000
Herbinix luporum	1679721	S	360	-360	0	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	240	-240	0	0.00000
Cellulosilyticum lentocellum	29360	S	30	-30	0	0.00000
Anaerotignum propionicum	28446	S	193	-193	0	0.00000
Faecalibacterium prausnitzii	853	S	169621	-169621	0	0.00000
Ruminococcus bicirculans	1160721	S	33283	-33283	0	0.00000
Ruminococcus champanellensis	1161942	S	1009	-1009	0	0.00000
Ruminococcus albus	1264	S	758	-758	0	0.00000
Ruminococcus sp. JE7A12	2564099	S	603	-603	0	0.00000
Flavonifractor plautii	292800	S	3551	-3551	0	0.00000
Ruthenibacterium lactatiformans	1550024	S	3021	-3021	0	0.00000
Acutalibacter muris	1796620	S	477	-477	0	0.00000
Caproiciproducens sp. 7D4C2	2721621	S	190	-190	0	0.00000
Caproiciproducens sp. NJN-50	2507162	S	98	-98	0	0.00000
Ethanoligenens harbinense	253239	S	165	-165	0	0.00000
Oscillibacter sp. PEA192	2109687	S	7187	-7187	0	0.00000
Oscillibacter sp. NSJ-62	2763056	S	2241	-2241	0	0.00000
Oscillibacter valericigenes	351091	S	736	-736	0	0.00000
Dysosmobacter welbionis	2093857	S	6650	-6650	0	0.00000
Massilistercora timonensis	2086584	S	11181	-11181	0	0.00000
Intestinimonas butyriciproducens	1297617	S	3039	-3039	0	0.00000
Flintibacter sp. KGMB00164	2610895	S	1883	-1883	0	0.00000
Aminipila sp. JN-18	2507160	S	99	-99	0	0.00000
Aminipila sp. CBA3637	2697030	S	55	-55	0	0.00000
Aminipila butyrica	433296	S	34	-34	0	0.00000
Mogibacterium diversum	114527	S	58	-58	0	0.00000
Mogibacterium pumilum	86332	S	46	-46	0	0.00000
Monoglobus pectinilyticus	1981510	S	253	-253	0	0.00000
Carboxydocella thermautotrophica	178899	S	27	-27	0	0.00000
Clostridioides difficile	1496	S	5741	-5741	0	0.00000
Romboutsia ilealis	1115758	S	897	-897	0	0.00000
Romboutsia sp. CE17	2724150	S	143	-143	0	0.00000
Romboutsia hominis	1507512	S	86	-86	0	0.00000
Peptacetobacter hiranonis	89152	S	85	-85	0	0.00000
Peptoclostridium acidaminophilum	1731	S	72	-72	0	0.00000
Paraclostridium bifermentans	1490	S	66	-66	0	0.00000
Paeniclostridium sordellii	1505	S	66	-66	0	0.00000
Filifactor alocis	143361	S	55	-55	0	0.00000
Acetoanaerobium sticklandii	1511	S	39	-39	0	0.00000
Clostridium sp. SY8519	1042156	S	1140	-1140	0	0.00000
Clostridium sp. DL-VIII	641107	S	107	-107	0	0.00000
Clostridium sp. BNL1100	755731	S	96	-96	0	0.00000
Clostridium sp. CT4	2320868	S	65	-65	0	0.00000
Clostridium sp. JN-9	2507159	S	55	-55	0	0.00000
Clostridium sp. JN-1	2483110	S	32	-32	0	0.00000
Clostridium sp. AWRP	2212991	S	26	-26	0	0.00000
Clostridium sp. 'deep sea'	2779445	S	11	-11	0	0.00000
Clostridium botulinum	1491	S	242	-242	0	0.00000
Clostridium perfringens	1502	S	232	-232	0	0.00000
Clostridium butyricum	1492	S	150	-150	0	0.00000
Clostridium pasteurianum	1501	S	108	-108	0	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	107	-107	0	0.00000
Clostridium thermarum	1716543	S	95	-95	0	0.00000
Clostridium beijerinckii	1520	S	87	-87	0	0.00000
Clostridium argentinense	29341	S	78	-78	0	0.00000
Clostridium tetani	1513	S	74	-74	0	0.00000
Clostridium kluyveri	1534	S	69	-69	0	0.00000
Clostridium saccharobutylicum	169679	S	62	-62	0	0.00000
Clostridium baratii	1561	S	62	-62	0	0.00000
Clostridium novyi	1542	S	57	-57	0	0.00000
Clostridium bornimense	1216932	S	55	-55	0	0.00000
Clostridium isatidis	182773	S	52	-52	0	0.00000
Clostridium acetobutylicum	1488	S	51	-51	0	0.00000
Clostridium tyrobutyricum	1519	S	51	-51	0	0.00000
Clostridium cellulovorans	1493	S	50	-50	0	0.00000
Clostridium estertheticum	238834	S	49	-49	0	0.00000
Clostridium formicaceticum	1497	S	46	-46	0	0.00000
Clostridium taeniosporum	394958	S	45	-45	0	0.00000
Clostridium chauvoei	46867	S	44	-44	0	0.00000
Clostridium septicum	1504	S	43	-43	0	0.00000
Clostridium intestinale	36845	S	42	-42	0	0.00000
Clostridium carboxidivorans	217159	S	32	-32	0	0.00000
Clostridium fermenticellae	2068654	S	23	-23	0	0.00000
Clostridium scatologenes	1548	S	22	-22	0	0.00000
Clostridium aceticum	84022	S	19	-19	0	0.00000
Clostridium autoethanogenum	84023	S	17	-17	0	0.00000
Clostridium cochlearium	1494	S	17	-17	0	0.00000
Hungatella hathewayi	154046	S	1049	-1049	0	0.00000
Alkaliphilus oremlandii	461876	S	48	-48	0	0.00000
Alkaliphilus metalliredigens	208226	S	35	-35	0	0.00000
Caloranaerobacter azorensis	116090	S	70	-70	0	0.00000
Geosporobacter ferrireducens	1424294	S	68	-68	0	0.00000
Caloramator sp. E03	2576307	S	64	-64	0	0.00000
Butyricicoccus sp. GAM44	2109686	S	61	-61	0	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	17	-17	0	0.00000
Crassaminicella sp. SY095	2599308	S	34	-34	0	0.00000
Hathewaya histolytica	1498	S	26	-26	0	0.00000
Eubacterium sp. NSJ-61	2764325	S	2882	-2882	0	0.00000
[Eubacterium] cellulosolvens	29322	S	879	-879	0	0.00000
Eubacterium limosum	1736	S	328	-328	0	0.00000
Eubacterium maltosivorans	2041044	S	299	-299	0	0.00000
Eubacterium callanderi	53442	S	271	-271	0	0.00000
Acetobacterium sp. KB-1	2184575	S	44	-44	0	0.00000
Acetobacterium woodii	33952	S	29	-29	0	0.00000
Christensenella minuta	626937	S	3469	-3469	0	0.00000
Christensenella sp. Marseille-P3954	2086585	S	610	-610	0	0.00000
Mageeibacillus indolicus	884684	S	206	-206	0	0.00000
Ruminiclostridium sp. MA18	2488810	S	105	-105	0	0.00000
Ruminiclostridium cellulolyticum	1521	S	93	-93	0	0.00000
Hungateiclostridium clariflavum	288965	S	82	-82	0	0.00000
Hungateiclostridium thermocellum	1515	S	62	-62	0	0.00000
Hungateiclostridium saccincola	1677857	S	26	-26	0	0.00000
Pseudoclostridium thermosuccinogenes	84032	S	101	-101	0	0.00000
Thermoclostridium stercorarium	1510	S	74	-74	0	0.00000
Fastidiosipila sanguinis	236753	S	41	-41	0	0.00000
Desulfitobacterium hafniense	49338	S	60	-60	0	0.00000
Desulfitobacterium dichloroeliminans	233055	S	27	-27	0	0.00000
Desulfitobacterium metallireducens	142877	S	25	-25	0	0.00000
Desulfitobacterium dehalogenans	36854	S	12	-12	0	0.00000
Desulfotomaculum ruminis	1564	S	26	-26	0	0.00000
Desulfotomaculum reducens	59610	S	23	-23	0	0.00000
Desulfotomaculum nigrificans	1565	S	21	-21	0	0.00000
Desulfotomaculum ferrireducens	1833852	S	16	-16	0	0.00000
Desulfosporosinus youngiae	339862	S	26	-26	0	0.00000
Desulfosporosinus meridiei	79209	S	25	-25	0	0.00000
Desulfosporosinus acidiphilus	885581	S	20	-20	0	0.00000
Desulfosporosinus orientis	1563	S	17	-17	0	0.00000
Dehalobacter restrictus	55583	S	49	-49	0	0.00000
Desulfofarcimen acetoxidans	58138	S	43	-43	0	0.00000
Syntrophobotulus glycolicus	51197	S	40	-40	0	0.00000
Desulfallas gibsoniae	102134	S	31	-31	0	0.00000
Dehalobacterium formicoaceticum	51515	S	27	-27	0	0.00000
Thermincola potens	863643	S	13	-13	0	0.00000
Thermoanaerosceptrum fracticalcis	1712410	S	11	-11	0	0.00000
Clostridiales bacterium Choco116	2109689	S	429	-429	0	0.00000
Petrocella atlantisensis	2173034	S	135	-135	0	0.00000
Candidatus Syntrophocurvum alkaliphilum	2293317	S	19	-19	0	0.00000
Syntrophothermus lipocalidus	86170	S	11	-11	0	0.00000
Heliobacterium modesticaldum	35701	S	25	-25	0	0.00000
Symbiobacterium thermophilum	2734	S	32	-32	0	0.00000
Caldicellulosiruptor owensensis	55205	S	26	-26	0	0.00000
Caldicellulosiruptor obsidiansis	717609	S	20	-20	0	0.00000
Caldicellulosiruptor changbaiensis	1222016	S	16	-16	0	0.00000
Caldicellulosiruptor saccharolyticus	44001	S	13	-13	0	0.00000
Caldicellulosiruptor kronotskyensis	413889	S	10	-10	0	0.00000
Thermoanaerobacterium thermosaccharolyticum	1517	S	34	-34	0	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	23	-23	0	0.00000
Thermoanaerobacterium xylanolyticum	29329	S	17	-17	0	0.00000
Thermoanaerobacterium aotearoense	47490	S	12	-12	0	0.00000
Thermoanaerobacter kivui	2325	S	20	-20	0	0.00000
Moorella glycerini	55779	S	18	-18	0	0.00000
Moorella thermoacetica	1525	S	14	-14	0	0.00000
Caldanaerobacter subterraneus	911092	S	24	-24	0	0.00000
Thermacetogenium phaeum	85874	S	11	-11	0	0.00000
Carboxydothermus hydrogenoformans	129958	S	10	-10	0	0.00000
Mahella australiensis	252966	S	31	-31	0	0.00000
Halanaerobium hydrogeniformans	656519	S	17	-17	0	0.00000
Halanaerobium praevalens	2331	S	12	-12	0	0.00000
Halocella sp. SP3-1	2382161	S	26	-26	0	0.00000
Halothermothrix orenii	31909	S	12	-12	0	0.00000
Acetohalobium arabaticum	28187	S	20	-20	0	0.00000
Anoxybacter fermentans	1323375	S	21	-21	0	0.00000
Tepidanaerobacter acetatoxydans	499229	S	32	-32	0	0.00000
Biomaibacter acetigenes	2316383	S	24	-24	0	0.00000
Staphylococcus aureus	1280	S	44354	-44354	0	0.00000
Staphylococcus cohnii	29382	S	198	-198	0	0.00000
Staphylococcus sp. MI 10-1553	1912064	S	10	-10	0	0.00000
Staphylococcus epidermidis	1282	S	20	-20	0	0.00000
Staphylococcus simulans	1286	S	15	-15	0	0.00000
Staphylococcus capitis	29388	S	14	-14	0	0.00000
Staphylococcus vitulinus	71237	S	12	-12	0	0.00000
Staphylococcus hominis	1290	S	12	-12	0	0.00000
Staphylococcus haemolyticus	1283	S	11	-11	0	0.00000
Staphylococcus hyicus	1284	S	10	-10	0	0.00000
Macrococcus caseolyticus	69966	S	16	-16	0	0.00000
Salinicoccus halodurans	407035	S	22	-22	0	0.00000
Jeotgalicoccus saudimassiliensis	1461582	S	12	-12	0	0.00000
Bacillus sp. BD59S	2499213	S	44	-44	0	0.00000
Bacillus sp. DSL-17	2567941	S	30	-30	0	0.00000
Bacillus sp. FJAT-42376	2014076	S	26	-26	0	0.00000
Bacillus sp. S3	486398	S	25	-25	0	0.00000
Bacillus sp. FJAT-45348	2011012	S	24	-24	0	0.00000
Bacillus sp. FJAT-18017	1705566	S	20	-20	0	0.00000
Bacillus sp. NSP9.1	1071078	S	20	-20	0	0.00000
Bacillus sp. X1(2014)	1565991	S	18	-18	0	0.00000
Bacillus sp. Y1	352858	S	17	-17	0	0.00000
Bacillus sp. M4U3P1	2592382	S	15	-15	0	0.00000
Bacillus sp. Cs-700	2589818	S	15	-15	0	0.00000
Bacillus sp. THAF10	2587848	S	15	-15	0	0.00000
Bacillus sp. HD4P25	2779776	S	11	-11	0	0.00000
Bacillus amyloliquefaciens	1390	S	15	-15	0	0.00000
Bacillus velezensis	492670	S	14	-14	0	0.00000
Bacillus subtilis	1423	S	33	-33	0	0.00000
Bacillus sonorensis	119858	S	29	-29	0	0.00000
Bacillus mojavensis	72360	S	11	-11	0	0.00000
Bacillus tequilensis	227866	S	12	-12	0	0.00000
Bacillus paralicheniformis	1648923	S	10	-10	0	0.00000
Bacillus cereus	1396	S	23	-23	0	0.00000
Bacillus thuringiensis	1428	S	20	-20	0	0.00000
Bacillus pseudomycoides	64104	S	15	-15	0	0.00000
Bacillus cytotoxicus	580165	S	10	-10	0	0.00000
Bacillus pumilus	1408	S	54	-54	0	0.00000
Bacillus megaterium	1404	S	44	-44	0	0.00000
Bacillus infantis	324767	S	35	-35	0	0.00000
Bacillus marisflavi	189381	S	28	-28	0	0.00000
Bacillus horikoshii	79883	S	27	-27	0	0.00000
Bacillus vietnamensis	218284	S	25	-25	0	0.00000
Bacillus glycinifermentans	1664069	S	24	-24	0	0.00000
Bacillus coagulans	1398	S	23	-23	0	0.00000
Bacillus circulans	1397	S	23	-23	0	0.00000
Bacillus freudenreichii	1783501	S	22	-22	0	0.00000
