name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Enterococcus casseliflavus	37734	S	20117	-20117	0	0.00000
Enterococcus faecium	1352	S	1461	-1461	0	0.00000
Enterococcus sp. FDAARGOS_375	2060307	S	764	-764	0	0.00000
Enterococcus sp. CR-Ec1	2057791	S	376	-376	0	0.00000
Enterococcus sp. HSIEG1	1316414	S	31	-31	0	0.00000
Enterococcus sp. M190262	2582830	S	23	-23	0	0.00000
Enterococcus sp. FDAARGOS_553	2420313	S	17	-17	0	0.00000
Enterococcus sp. DA9	2603296	S	14	-14	0	0.00000
Enterococcus gallinarum	1353	S	515	-515	0	0.00000
Enterococcus avium	33945	S	152	-152	0	0.00000
Enterococcus durans	53345	S	99	-99	0	0.00000
Enterococcus hirae	1354	S	77	-77	0	0.00000
Enterococcus mundtii	53346	S	74	-74	0	0.00000
Enterococcus wangshanyuanii	2005703	S	26	-26	0	0.00000
Enterococcus saigonensis	1805431	S	21	-21	0	0.00000
Enterococcus gilvus	160453	S	13	-13	0	0.00000
Vagococcus sp. MN-17	2571750	S	12	-12	0	0.00000
Vagococcus sp. HDW17A	2714946	S	11	-11	0	0.00000
Tetragenococcus halophilus	51669	S	21	-21	0	0.00000
Tetragenococcus koreensis	290335	S	10	-10	0	0.00000
Lactococcus lactis	1358	S	200518	-200518	0	0.00000
Lactococcus raffinolactis	1366	S	344	-344	0	0.00000
Lactococcus piscium	1364	S	342	-342	0	0.00000
Lactococcus garvieae	1363	S	146	-146	0	0.00000
Lactococcus sp. TMW21615	2749962	S	22	-22	0	0.00000
Lactococcus sp. KACC 19320	2592653	S	18	-18	0	0.00000
Lactococcus sp. 1JSPR-7	2419773	S	12	-12	0	0.00000
Lactococcus petauri	1940789	S	13	-13	0	0.00000
Streptococcus sp. HSISS3	1316412	S	217	-217	0	0.00000
Streptococcus sp. HSISM1	1316408	S	174	-174	0	0.00000
Streptococcus sp. FDAARGOS_192	1839799	S	149	-149	0	0.00000
Streptococcus sp. HSISS2	1316411	S	136	-136	0	0.00000
Streptococcus sp. LPB0220	2610896	S	110	-110	0	0.00000
Streptococcus sp. oral taxon 061	712623	S	29	-29	0	0.00000
Streptococcus sp. oral taxon 431	712633	S	29	-29	0	0.00000
Streptococcus sp. 116-D4	2598453	S	23	-23	0	0.00000
Streptococcus sp. A12	1759399	S	22	-22	0	0.00000
Streptococcus sp. I-G2	1156431	S	18	-18	0	0.00000
Streptococcus thermophilus	1308	S	948	-948	0	0.00000
Streptococcus mitis	28037	S	296	-296	0	0.00000
Streptococcus parasanguinis	1318	S	172	-172	0	0.00000
Streptococcus salivarius	1304	S	160	-160	0	0.00000
Streptococcus macedonicus	59310	S	141	-141	0	0.00000
Streptococcus intermedius	1338	S	102	-102	0	0.00000
Streptococcus anginosus	1328	S	18	-18	0	0.00000
Streptococcus pneumoniae	1313	S	96	-96	0	0.00000
Streptococcus pyogenes	1314	S	84	-84	0	0.00000
Streptococcus sanguinis	1305	S	80	-80	0	0.00000
Streptococcus dysgalactiae	1334	S	70	-70	0	0.00000
Streptococcus infantarius	102684	S	68	-68	0	0.00000
Streptococcus oralis	1303	S	60	-60	0	0.00000
Streptococcus parauberis	1348	S	45	-45	0	0.00000
Streptococcus suis	1307	S	39	-39	0	0.00000
Streptococcus gordonii	1302	S	36	-36	0	0.00000
Streptococcus australis	113107	S	33	-33	0	0.00000
Streptococcus equinus	1335	S	25	-25	0	0.00000
Streptococcus pseudopneumoniae	257758	S	25	-25	0	0.00000
Streptococcus gallolyticus	315405	S	24	-24	0	0.00000
Streptococcus gwangjuense	1433513	S	22	-22	0	0.00000
Streptococcus vestibularis	1343	S	19	-19	0	0.00000
Streptococcus cristatus	45634	S	17	-17	0	0.00000
Streptococcus agalactiae	1311	S	16	-16	0	0.00000
Streptococcus koreensis	2382163	S	13	-13	0	0.00000
Streptococcus pseudoporcinus	361101	S	13	-13	0	0.00000
Streptococcus lutetiensis	150055	S	13	-13	0	0.00000
Leuconostoc lactis	1246	S	61	-61	0	0.00000
Leuconostoc mesenteroides	1245	S	58	-58	0	0.00000
Leuconostoc citreum	33964	S	34	-34	0	0.00000
Oenococcus oeni	1247	S	112	-112	0	0.00000
Oenococcus kitaharae	336988	S	15	-15	0	0.00000
Weissella cibaria	137591	S	16	-16	0	0.00000
Carnobacterium divergens	2748	S	48	-48	0	0.00000
Carnobacterium maltaromaticum	2751	S	35	-35	0	0.00000
Marinilactibacillus sp. 15R	1911586	S	11	-11	0	0.00000
Staphylococcus aureus	1280	S	40765	-40765	0	0.00000
Staphylococcus cohnii	29382	S	95	-95	0	0.00000
Staphylococcus haemolyticus	1283	S	55	-55	0	0.00000
Staphylococcus epidermidis	1282	S	19	-19	0	0.00000
Bacillus cereus	1396	S	40	-40	0	0.00000
Bacillus thuringiensis	1428	S	29	-29	0	0.00000
Bacillus anthracis	1392	S	19	-19	0	0.00000
Bacillus velezensis	492670	S	33	-33	0	0.00000
Bacillus subtilis	1423	S	20	-20	0	0.00000
Bacillus sp. BD59S	2499213	S	43	-43	0	0.00000
Bacillus thermoamylovorans	35841	S	22	-22	0	0.00000
Geobacillus subterraneus	129338	S	10	-10	0	0.00000
Lysinibacillus timonensis	2086577	S	10	-10	0	0.00000
Paenibacillus sp. PAMC21692	2762320	S	13	-13	0	0.00000
Paenibacillus sp. JNUCC-31	2777983	S	11	-11	0	0.00000
Paenibacillus sp. FSL R5-0912	1536771	S	11	-11	0	0.00000
Paenibacillus durus	44251	S	20	-20	0	0.00000
Paenibacillus physcomitrellae	1619311	S	12	-12	0	0.00000
Paenibacillus mucilaginosus	61624	S	10	-10	0	0.00000
Brevibacillus brevis	1393	S	26	-26	0	0.00000
Brevibacillus sp. SCSIO 07484	2496837	S	10	-10	0	0.00000
Planococcus sp. MB-3u-03	2058136	S	95	-95	0	0.00000
Sporosarcina ureae	1571	S	26	-26	0	0.00000
Listeria monocytogenes	1639	S	52	-52	0	0.00000
Gemella haemolysans	1379	S	29	-29	0	0.00000
Faecalibacterium prausnitzii	853	S	9800	-9800	0	0.00000
Flavonifractor plautii	292800	S	2037	-2037	0	0.00000
Ruthenibacterium lactatiformans	1550024	S	627	-627	0	0.00000
Ruminococcus champanellensis	1161942	S	117	-117	0	0.00000
Ruminococcus bicirculans	1160721	S	102	-102	0	0.00000
Ruminococcus albus	1264	S	18	-18	0	0.00000
Ruminococcus sp. JE7A12	2564099	S	15	-15	0	0.00000
Acutalibacter muris	1796620	S	73	-73	0	0.00000
Caproiciproducens sp. NJN-50	2507162	S	30	-30	0	0.00000
Caproiciproducens sp. 7D4C2	2721621	S	26	-26	0	0.00000
Ethanoligenens harbinense	253239	S	52	-52	0	0.00000
[Ruminococcus] gnavus	33038	S	1770	-1770	0	0.00000
Anaerobutyricum hallii	39488	S	1459	-1459	0	0.00000
Roseburia intestinalis	166486	S	705	-705	0	0.00000
Roseburia hominis	301301	S	501	-501	0	0.00000
Anaerostipes hadrus	649756	S	1029	-1029	0	0.00000
Anaerostipes caccae	105841	S	16	-16	0	0.00000
Anaerostipes rhamnosivorans	1229621	S	13	-13	0	0.00000
Blautia sp. SC05B48	2479767	S	362	-362	0	0.00000
Blautia sp. LZLJ-3	2779518	S	32	-32	0	0.00000
Blautia producta	33035	S	66	-66	0	0.00000
Blautia hansenii	1322	S	50	-50	0	0.00000
Blautia argi	1912897	S	50	-50	0	0.00000
Enterocloster bolteae	208479	S	329	-329	0	0.00000
Enterocloster clostridioformis	1531	S	139	-139	0	0.00000
Lachnospira eligens	39485	S	409	-409	0	0.00000
[Clostridium] scindens	29347	S	61	-61	0	0.00000
Lachnoclostridium phocaeense	1871021	S	25	-25	0	0.00000
[Clostridium] hylemonae	89153	S	22	-22	0	0.00000
Lachnoclostridium phytofermentans	66219	S	14	-14	0	0.00000
Lachnoclostridium sp. YL32	1834196	S	14	-14	0	0.00000
Lacrimispora sphenoides	29370	S	30	-30	0	0.00000
Lacrimispora saccharolytica	84030	S	15	-15	0	0.00000
Butyrivibrio proteoclasticus	43305	S	27	-27	0	0.00000
Butyrivibrio hungatei	185008	S	11	-11	0	0.00000
Anaerocolumna sp. CTTW	2736602	S	15	-15	0	0.00000
Pseudobutyrivibrio xylanivorans	185007	S	22	-22	0	0.00000
Lachnoanaerobaculum umeaense	617123	S	18	-18	0	0.00000
Eubacterium sp. NSJ-61	2764325	S	683	-683	0	0.00000
Eubacterium limosum	1736	S	31	-31	0	0.00000
[Eubacterium] cellulosolvens	29322	S	16	-16	0	0.00000
Acetobacterium sp. KB-1	2184575	S	14	-14	0	0.00000
Oscillibacter sp. NSJ-62	2763056	S	132	-132	0	0.00000
Oscillibacter sp. PEA192	2109687	S	67	-67	0	0.00000
Oscillibacter valericigenes	351091	S	52	-52	0	0.00000
Dysosmobacter welbionis	2093857	S	209	-209	0	0.00000
Intestinimonas butyriciproducens	1297617	S	168	-168	0	0.00000
Massilistercora timonensis	2086584	S	119	-119	0	0.00000
Flintibacter sp. KGMB00164	2610895	S	101	-101	0	0.00000
Mogibacterium diversum	114527	S	14	-14	0	0.00000
Clostridium sp. SY8519	1042156	S	41	-41	0	0.00000
Clostridium perfringens	1502	S	51	-51	0	0.00000
Clostridium botulinum	1491	S	15	-15	0	0.00000
Hungatella hathewayi	154046	S	34	-34	0	0.00000
Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	11	-11	0	0.00000
Clostridioides difficile	1496	S	283	-283	0	0.00000
Christensenella minuta	626937	S	95	-95	0	0.00000
Christensenella sp. Marseille-P3954	2086585	S	40	-40	0	0.00000
Desulfitobacterium hafniense	49338	S	11	-11	0	0.00000
Heliorestis convoluta	356322	S	13	-13	0	0.00000
[Clostridium] innocuum	1522	S	3017	-3017	0	0.00000
Erysipelatoclostridium ramosum	1547	S	55	-55	0	0.00000
Faecalitalea cylindroides	39483	S	152	-152	0	0.00000
Longibaculum sp. KGMB06250	2584943	S	39	-39	0	0.00000
Faecalibaculum rodentium	1702221	S	29	-29	0	0.00000
Amedibacterium intestinale	2583452	S	24	-24	0	0.00000
Intestinibaculum porci	2487118	S	16	-16	0	0.00000
Megasphaera elsdenii	907	S	2500	-2500	0	0.00000
Megasphaera stantonii	2144175	S	24	-24	0	0.00000
Veillonella parvula	29466	S	120	-120	0	0.00000
Veillonella atypica	39777	S	38	-38	0	0.00000
Veillonella dispar	39778	S	17	-17	0	0.00000
Veillonella sp. T1-7	2682456	S	17	-17	0	0.00000
Selenomonas sp. oral taxon 126	712528	S	17	-17	0	0.00000
Selenomonas sp. Marseille-Q3039	2754044	S	17	-17	0	0.00000
Selenomonas sputigena	69823	S	25	-25	0	0.00000
Selenomonas ruminantium	971	S	14	-14	0	0.00000
Acidaminococcus intestini	187327	S	37	-37	0	0.00000
Acidaminococcus fermentans	905	S	19	-19	0	0.00000
Finegoldia magna	1260	S	32	-32	0	0.00000
Peptoniphilus ivorii	54006	S	21	-21	0	0.00000
Murdochiella vaginalis	1852373	S	13	-13	0	0.00000
Ezakiella massiliensis	1852374	S	22	-22	0	0.00000
Ndongobacter massiliensis	1871025	S	10	-10	0	0.00000
Anabaena sp. YBS01	2490939	S	334	-334	0	0.00000
Synechococcus sp. BOUM118	1442552	S	10	-10	0	0.00000
cyanobacterium endosymbiont of Epithemia turgida	718217	S	10	-10	0	0.00000
Deinococcus proteolyticus	55148	S	11	-11	0	0.00000
Acholeplasma brassicae	61635	S	21	-21	0	0.00000
Bacteroides ovatus	28116	S	20955	-20955	0	0.00000
Bacteroides sp. M10	2763022	S	1499	-1499	0	0.00000
Bacteroides sp. HF-5141	2650158	S	1287	-1287	0	0.00000
Bacteroides sp. HF-5287	2650157	S	460	-460	0	0.00000
Bacteroides sp. HF-162	2785531	S	429	-429	0	0.00000
Bacteroides sp. A1C1	2528203	S	326	-326	0	0.00000
Bacteroides sp. CACC 737	2755405	S	291	-291	0	0.00000
Bacteroides sp. CBA7301	2715212	S	264	-264	0	0.00000
Bacteroides sp. PHL 2737	2162637	S	10	-10	0	0.00000
Bacteroides xylanisolvens	371601	S	4790	-4790	0	0.00000
Bacteroides uniformis	820	S	4113	-4113	0	0.00000
Bacteroides fragilis	817	S	2427	-2427	0	0.00000
Bacteroides caecimuris	1796613	S	658	-658	0	0.00000
Bacteroides thetaiotaomicron	818	S	487	-487	0	0.00000
Bacteroides caccae	47678	S	179	-179	0	0.00000
Bacteroides intestinalis	329854	S	115	-115	0	0.00000
Bacteroides helcogenes	290053	S	101	-101	0	0.00000
Bacteroides heparinolyticus	28113	S	72	-72	0	0.00000
Bacteroides zoogleoformans	28119	S	68	-68	0	0.00000
Bacteroides cellulosilyticus	246787	S	66	-66	0	0.00000
Phocaeicola vulgatus	821	S	948	-948	0	0.00000
Phocaeicola dorei	357276	S	634	-634	0	0.00000
Phocaeicola salanitronis	376805	S	28	-28	0	0.00000
Parabacteroides distasonis	823	S	650	-650	0	0.00000
Parabacteroides sp. CT06	2025876	S	15	-15	0	0.00000
Alistipes shahii	328814	S	484	-484	0	0.00000
Alistipes finegoldii	214856	S	106	-106	0	0.00000
Alistipes onderdonkii	328813	S	78	-78	0	0.00000
Alistipes communis	2585118	S	52	-52	0	0.00000
Alistipes megaguti	2364787	S	33	-33	0	0.00000
Alistipes indistinctus	626932	S	10	-10	0	0.00000
Odoribacter splanchnicus	28118	S	363	-363	0	0.00000
Butyricimonas faecalis	2093856	S	168	-168	0	0.00000
Prevotella denticola	28129	S	18	-18	0	0.00000
Prevotella intermedia	28131	S	16	-16	0	0.00000
Prevotella dentalis	52227	S	14	-14	0	0.00000
Prevotella ruminicola	839	S	12	-12	0	0.00000
Paraprevotella xylaniphila	454155	S	44	-44	0	0.00000
Muribaculum intestinale	1796646	S	17	-17	0	0.00000
Duncaniella dubosii	2518971	S	14	-14	0	0.00000
Barnesiella viscericola	397865	S	15	-15	0	0.00000
Flavobacterium columnare	996	S	61	-61	0	0.00000
Klebsiella variicola	244366	S	2835	-2835	0	0.00000
Klebsiella oxytoca	571	S	1578	-1578	0	0.00000
Klebsiella pneumoniae	573	S	554	-554	0	0.00000
Klebsiella michiganensis	1134687	S	118	-118	0	0.00000
Klebsiella grimontii	2058152	S	25	-25	0	0.00000
Klebsiella huaxiensis	2153354	S	25	-25	0	0.00000
Salmonella enterica	28901	S	3734	-3734	0	0.00000
Escherichia coli	562	S	2125	-2125	0	0.00000
Escherichia albertii	208962	S	38	-38	0	0.00000
Escherichia fergusonii	564	S	28	-28	0	0.00000
Escherichia sp. E4742	2044467	S	22	-22	0	0.00000
Escherichia marmotae	1499973	S	21	-21	0	0.00000
Citrobacter freundii	546	S	41	-41	0	0.00000
Citrobacter youngae	133448	S	27	-27	0	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	22	-22	0	0.00000
Citrobacter pasteurii	1563222	S	11	-11	0	0.00000
Enterobacter hormaechei	158836	S	84	-84	0	0.00000
Enterobacter cloacae	550	S	17	-17	0	0.00000
Enterobacter asburiae	61645	S	10	-10	0	0.00000
Shigella dysenteriae	622	S	27	-27	0	0.00000
Shigella boydii	621	S	17	-17	0	0.00000
Shigella flexneri	623	S	16	-16	0	0.00000
Raoultella ornithinolytica	54291	S	11	-11	0	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	11	-11	0	0.00000
Pluralibacter gergoviae	61647	S	11	-11	0	0.00000
Kluyvera genomosp. 3	2774055	S	10	-10	0	0.00000
Serratia sp. 3ACOL1	2448483	S	325	-325	0	0.00000
Serratia ureilytica	300181	S	34	-34	0	0.00000
Serratia marcescens	615	S	21	-21	0	0.00000
Serratia fonticola	47917	S	17	-17	0	0.00000
Xanthomonas citri	346	S	2184	-2184	0	0.00000
Xanthomonas cassavae	56450	S	13	-13	0	0.00000
Stenotrophomonas acidaminiphila	128780	S	10	-10	0	0.00000
Rhodanobacter glycinis	582702	S	13	-13	0	0.00000
Pseudomonas fluorescens	294	S	330	-330	0	0.00000
Pseudomonas sp. SWI36	2083052	S	10	-10	0	0.00000
Pseudomonas aeruginosa	287	S	40	-40	0	0.00000
Pseudomonas chlororaphis	587753	S	35	-35	0	0.00000
Pseudomonas putida	303	S	20	-20	0	0.00000
Pseudomonas stutzeri	316	S	17	-17	0	0.00000
Acinetobacter haemolyticus	29430	S	133	-133	0	0.00000
Shewanella sp. Scap07	2589987	S	271	-271	0	0.00000
Pseudoalteromonas sp. Scap06	2589991	S	97	-97	0	0.00000
Pseudoalteromonas sp. Scap25	2589992	S	79	-79	0	0.00000
Acidihalobacter ferrooxydans	1765967	S	233	-233	0	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	26	-26	0	0.00000
Neptunomonas phycophila	1572645	S	122	-122	0	0.00000
Alcanivorax pacificus	1306787	S	10	-10	0	0.00000
Vibrio sp. Scap24	2589990	S	78	-78	0	0.00000
Haemophilus parainfluenzae	729	S	66	-66	0	0.00000
Haemophilus parahaemolyticus	735	S	48	-48	0	0.00000
Aeromonas hydrophila	644	S	70	-70	0	0.00000
Congregibacter litoralis	393662	S	11	-11	0	0.00000
Allofrancisella guangzhouensis	594679	S	34	-34	0	0.00000
Burkholderia dolosa	152500	S	1273	-1273	0	0.00000
Cupriavidus oxalaticus	96344	S	239	-239	0	0.00000
Cupriavidus taiwanensis	164546	S	97	-97	0	0.00000
Ralstonia solanacearum	305	S	107	-107	0	0.00000
Ralstonia pickettii	329	S	73	-73	0	0.00000
Polynucleobacter necessarius	576610	S	71	-71	0	0.00000
Variovorax sp. WDL1	207745	S	17	-17	0	0.00000
Variovorax paradoxus	34073	S	19	-19	0	0.00000
Massilia sp. LPB0304	2769491	S	22	-22	0	0.00000
Bordetella avium	521	S	14	-14	0	0.00000
Paucibacter sp. KCTC 42545	1768242	S	16	-16	0	0.00000
Sutterella megalosphaeroides	2494234	S	23	-23	0	0.00000
Sutterella faecalis	2584944	S	17	-17	0	0.00000
Neisseria sp. KEM232	655307	S	47	-47	0	0.00000
Neisseria gonorrhoeae	485	S	12	-12	0	0.00000
Agrobacterium tumefaciens	358	S	211	-211	0	0.00000
Agrobacterium fabrum	1176649	S	26	-26	0	0.00000
Agrobacterium rhizogenes	359	S	28	-28	0	0.00000
Agrobacterium sp. T29	2580515	S	12	-12	0	0.00000
