name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Prevotella fusca	589436	S	194	-194	0	0.00000
Prevotella jejuni	1177574	S	168	-168	0	0.00000
Prevotella scopos	589437	S	80	-80	0	0.00000
Prevotella sp. oral taxon 299	652716	S	63	-63	0	0.00000
Paraprevotella xylaniphila	454155	S	1591	-1591	0	0.00000
Alloprevotella sp. E39	2133944	S	248	-248	0	0.00000
Porphyromonas asaccharolytica	28123	S	567	-567	0	0.00000
Porphyromonas gingivalis	837	S	419	-419	0	0.00000
Porphyromonas cangingivalis	36874	S	192	-192	0	0.00000
Porphyromonas crevioricanis	393921	S	117	-117	0	0.00000
Petrimonas mucosa	1642646	S	409	-409	0	0.00000
Proteiniphilum saccharofermentans	1642647	S	186	-186	0	0.00000
Dysgonomonas sp. HDW5B	2714927	S	43	-43	0	0.00000
Dysgonomonas sp. HDW5A	2714926	S	17	-17	0	0.00000
Paludibacter propionicigenes	185300	S	157	-157	0	0.00000
Tenuifilum thalassicum	2590900	S	65	-65	0	0.00000
Draconibacterium sp. M1	2706887	S	73	-73	0	0.00000
Draconibacterium orientale	1168034	S	41	-41	0	0.00000
Alkalitalea saponilacus	889453	S	97	-97	0	0.00000
Labilibaculum antarcticum	1717717	S	57	-57	0	0.00000
Salinivirga cyanobacteriivorans	1307839	S	33	-33	0	0.00000
Flavobacterium columnare	996	S	1515	-1515	0	0.00000
Flavobacterium sp. P2-65	2748320	S	68	-68	0	0.00000
Flavobacterium sp. 140616W15	2478552	S	46	-46	0	0.00000
Flavobacterium sp. M31R6	2739062	S	35	-35	0	0.00000
Flavobacterium sp. KBS0721	1179672	S	29	-29	0	0.00000
Flavobacterium sp. CJ74	2294119	S	27	-27	0	0.00000
Flavobacterium sp. MDT1-60	1979344	S	25	-25	0	0.00000
Flavobacterium sp. Sr18	935222	S	16	-16	0	0.00000
Flavobacterium sp. xlx-214	2654325	S	16	-16	0	0.00000
Flavobacterium sp. HYN0086	2249356	S	13	-13	0	0.00000
Flavobacterium sp. I3-2	2748319	S	11	-11	0	0.00000
Flavobacterium album	2175091	S	91	-91	0	0.00000
Flavobacterium magnum	2162713	S	60	-60	0	0.00000
Flavobacterium anhuiense	459526	S	44	-44	0	0.00000
Flavobacterium alkalisoli	2602769	S	39	-39	0	0.00000
Flavobacterium commune	1306519	S	38	-38	0	0.00000
Flavobacterium pallidum	2172098	S	34	-34	0	0.00000
Flavobacterium johnsoniae	986	S	32	-32	0	0.00000
Flavobacterium gilvum	1492737	S	27	-27	0	0.00000
Flavobacterium crocinum	2183896	S	27	-27	0	0.00000
Flavobacterium branchiophilum	55197	S	24	-24	0	0.00000
Flavobacterium kingsejongi	1678728	S	22	-22	0	0.00000
Flavobacterium faecale	1355330	S	21	-21	0	0.00000
Flavobacterium nitrogenifigens	1617283	S	19	-19	0	0.00000
Flavobacterium haoranii	683124	S	15	-15	0	0.00000
Flavobacterium nackdongense	2547394	S	15	-15	0	0.00000
Flavobacterium sediminis	2201181	S	14	-14	0	0.00000
Flavobacterium arcticum	1784713	S	11	-11	0	0.00000
Flavobacterium sangjuense	2518177	S	10	-10	0	0.00000
Flavobacterium indicum	312277	S	10	-10	0	0.00000
Capnocytophaga sp. H2931	1945657	S	19	-19	0	0.00000
Capnocytophaga sp. oral taxon 864	1316593	S	15	-15	0	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	14	-14	0	0.00000
Capnocytophaga sp. FDAARGOS_737	2545799	S	12	-12	0	0.00000
Capnocytophaga canimorsus	28188	S	42	-42	0	0.00000
Capnocytophaga haemolytica	45243	S	39	-39	0	0.00000
Capnocytophaga stomatis	1848904	S	39	-39	0	0.00000
Capnocytophaga gingivalis	1017	S	33	-33	0	0.00000
Capnocytophaga sputigena	1019	S	32	-32	0	0.00000
Capnocytophaga endodontalis	2708117	S	28	-28	0	0.00000
Capnocytophaga cynodegmi	28189	S	15	-15	0	0.00000
Capnocytophaga leadbetteri	327575	S	15	-15	0	0.00000
Polaribacter sp. L12M9	2738844	S	47	-47	0	0.00000
Polaribacter sp. KT25b	1855336	S	28	-28	0	0.00000
Polaribacter sp. ALD11	2058137	S	21	-21	0	0.00000
Polaribacter sp. SA4-10	754397	S	19	-19	0	0.00000
Polaribacter sp. L3A8	2686361	S	18	-18	0	0.00000
Polaribacter sp. Hel1_33_78	1336804	S	14	-14	0	0.00000
Polaribacter sp. MED152	313598	S	12	-12	0	0.00000
Polaribacter vadi	1774273	S	22	-22	0	0.00000
Polaribacter haliotis	1888915	S	19	-19	0	0.00000
Polaribacter reichenbachii	996801	S	14	-14	0	0.00000
Nonlabens sp. Hel1_33_55	1336802	S	31	-31	0	0.00000
Nonlabens sp. MJ115	2496866	S	29	-29	0	0.00000
Nonlabens sp. MB-3u-79	2058134	S	14	-14	0	0.00000
Nonlabens sp. Ci31	2608253	S	14	-14	0	0.00000
Nonlabens sp. SY33080	2719911	S	13	-13	0	0.00000
Nonlabens marinus	930802	S	49	-49	0	0.00000
Nonlabens spongiae	331648	S	14	-14	0	0.00000
Nonlabens dokdonensis	328515	S	11	-11	0	0.00000
Gramella fulva	2126553	S	57	-57	0	0.00000
Gramella forsetii	411153	S	31	-31	0	0.00000
Gramella salexigens	1913577	S	26	-26	0	0.00000
Gramella flava	1486245	S	24	-24	0	0.00000
Formosa sp. L2A11	2686363	S	36	-36	0	0.00000
Formosa sp. Hel1_31_208	1798225	S	24	-24	0	0.00000
Formosa sp. Hel1_33_131	1336794	S	20	-20	0	0.00000
Formosa sp. Hel3_A1_48	1336795	S	15	-15	0	0.00000
Formosa agariphila	320324	S	27	-27	0	0.00000
Formosa sediminum	2594004	S	18	-18	0	0.00000
Aquimarina sp. AD10	1714849	S	35	-35	0	0.00000
Aquimarina sp. BL5	1714860	S	28	-28	0	0.00000
Aquimarina sp. AD1	1714848	S	24	-24	0	0.00000
Aquimarina sp. TRL1	2736252	S	14	-14	0	0.00000
Cellulophaga baltica	76594	S	30	-30	0	0.00000
Cellulophaga lytica	979	S	26	-26	0	0.00000
Cellulophaga algicola	59600	S	26	-26	0	0.00000
Cellulophaga sp. L1A9	2686362	S	18	-18	0	0.00000
Maribacter sp. HTCC2170	313603	S	26	-26	0	0.00000
Maribacter sp. T28	1836467	S	16	-16	0	0.00000
Maribacter sp. MJ134	2496865	S	15	-15	0	0.00000
Maribacter cobaltidurans	1178778	S	19	-19	0	0.00000
Myroides odoratimimus	76832	S	23	-23	0	0.00000
Myroides phaeus	702745	S	20	-20	0	0.00000
Myroides sp. CJ210	2572594	S	14	-14	0	0.00000
Winogradskyella sp. PG-2	754409	S	24	-24	0	0.00000
Winogradskyella sediminis	1382466	S	18	-18	0	0.00000
Winogradskyella helgolandensis	2697010	S	16	-16	0	0.00000
Winogradskyella forsetii	2686077	S	11	-11	0	0.00000
Tenacibaculum maritimum	107401	S	20	-20	0	0.00000
Tenacibaculum sp. SZ-18	754423	S	12	-12	0	0.00000
Tenacibaculum jejuense	584609	S	14	-14	0	0.00000
Tenacibaculum todarodis	1850252	S	13	-13	0	0.00000
Muricauda lutaonensis	516051	S	33	-33	0	0.00000
Muricauda sp. 501str8	2698672	S	30	-30	0	0.00000
Muricauda ruestringensis	111501	S	20	-20	0	0.00000
Robiginitalea biformata	252307	S	62	-62	0	0.00000
Dokdonia sp. 4H-3-7-5	983548	S	12	-12	0	0.00000
Dokdonia sp. Dokd-P16	2173169	S	12	-12	0	0.00000
Aequorivita sp. H23M31	2494375	S	39	-39	0	0.00000
Aequorivita sublithincola	101385	S	16	-16	0	0.00000
Muriicola sp. MMS17-SY002	2507538	S	54	-54	0	0.00000
Gilvibacter sp. SZ-19	754429	S	48	-48	0	0.00000
Kordia sp. SMS9	2282170	S	27	-27	0	0.00000
Kordia antarctica	1218801	S	19	-19	0	0.00000
Altibacter sp. ALE3EI	2562285	S	46	-46	0	0.00000
Amniculibacterium sp. G2-70	2767188	S	42	-42	0	0.00000
Leeuwenhoekiella sp. ZYFB001	2719912	S	42	-42	0	0.00000
Antarcticibacterium flavum	2058175	S	27	-27	0	0.00000
Antarcticibacterium sp. PAMC 28998	2585771	S	15	-15	0	0.00000
Arenibacter algicola	616991	S	41	-41	0	0.00000
Lacinutrix sp. 5H-3-7-4	983544	S	21	-21	0	0.00000
Lacinutrix venerupis	1486034	S	13	-13	0	0.00000
Flavivirga eckloniae	1803846	S	35	-35	0	0.00000
Algibacter sp. L3A6	2686366	S	15	-15	0	0.00000
Algibacter sp. L1A34	2686365	S	11	-11	0	0.00000
Wenyingzhuangia fucanilytica	1790137	S	33	-33	0	0.00000
Salegentibacter salegens	143223	S	17	-17	0	0.00000
Salegentibacter sp. T436	1729720	S	10	-10	0	0.00000
Mariniflexile sp. TRM1-10	2027857	S	30	-30	0	0.00000
Aureitalea sp. RR4-38	2094025	S	28	-28	0	0.00000
Zunongwangia profunda	398743	S	26	-26	0	0.00000
Croceibacter atlanticus	313588	S	25	-25	0	0.00000
Costertonia aggregata	343403	S	24	-24	0	0.00000
Psychroflexus torquis	57029	S	24	-24	0	0.00000
Oceanihabitans sp. IOP_32	2529032	S	22	-22	0	0.00000
Euzebyella marina	1761453	S	21	-21	0	0.00000
Seonamhaeicola sp. S2-3	1936081	S	21	-21	0	0.00000
Olleya aquimaris	639310	S	12	-12	0	0.00000
Lutibacter profundi	1622118	S	19	-19	0	0.00000
Galbibacter sp. BG1	1170699	S	16	-16	0	0.00000
Flagellimonas maritima	1383885	S	16	-16	0	0.00000
Siansivirga zeaxanthinifaciens	762954	S	16	-16	0	0.00000
Changchengzhania lutea	2049305	S	15	-15	0	0.00000
Zobellia galactanivorans	63186	S	14	-14	0	0.00000
Urechidicola croceus	1850246	S	11	-11	0	0.00000
Gillisia sp. Hel1_33_143	1336796	S	10	-10	0	0.00000
Sediminicola sp. YIK13	1453352	S	10	-10	0	0.00000
Chryseobacterium sp. NBC 122	2547600	S	63	-63	0	0.00000
Chryseobacterium sp. T16E-39	2015076	S	37	-37	0	0.00000
Chryseobacterium sp. cx-624	2758037	S	37	-37	0	0.00000
Chryseobacterium sp. NEB161	2724619	S	34	-34	0	0.00000
Chryseobacterium sp. StRB126	878220	S	31	-31	0	0.00000
Chryseobacterium sp.	1871047	S	29	-29	0	0.00000
Chryseobacterium sp. POL2	2713414	S	26	-26	0	0.00000
Chryseobacterium sp. G0201	2487065	S	26	-26	0	0.00000
Chryseobacterium sp. JV274	1932669	S	24	-24	0	0.00000
Chryseobacterium sp. 3008163	2478663	S	20	-20	0	0.00000
Chryseobacterium sp. IHB B 17019	1721091	S	19	-19	0	0.00000
Chryseobacterium sp. 6424	2039166	S	16	-16	0	0.00000
Chryseobacterium sp. SNU WT5	2594269	S	15	-15	0	0.00000
Chryseobacterium sp. G0186	2487064	S	14	-14	0	0.00000
Chryseobacterium indologenes	253	S	51	-51	0	0.00000
Chryseobacterium aureum	2497456	S	49	-49	0	0.00000
Chryseobacterium piperi	558152	S	43	-43	0	0.00000
Chryseobacterium gleum	250	S	36	-36	0	0.00000
Chryseobacterium carnipullorum	1124835	S	36	-36	0	0.00000
Chryseobacterium indoltheticum	254	S	35	-35	0	0.00000
Chryseobacterium glaciei	1685010	S	35	-35	0	0.00000
Chryseobacterium camelliae	1265445	S	35	-35	0	0.00000
Chryseobacterium gallinarum	1324352	S	28	-28	0	0.00000
Chryseobacterium arthrosphaerae	651561	S	27	-27	0	0.00000
Chryseobacterium shandongense	1493872	S	26	-26	0	0.00000
Chryseobacterium bernardetii	1241978	S	22	-22	0	0.00000
Chryseobacterium taihuense	1141221	S	22	-22	0	0.00000
Chryseobacterium joostei	112234	S	21	-21	0	0.00000
Chryseobacterium balustinum	246	S	18	-18	0	0.00000
Chryseobacterium nakagawai	1241982	S	10	-10	0	0.00000
Kaistella daneshvariae	2487074	S	23	-23	0	0.00000
Chryseobacterium antarcticum	266748	S	16	-16	0	0.00000
Chryseobacterium jeonii	266749	S	11	-11	0	0.00000
Chryseobacterium taklimakanense	536441	S	52	-52	0	0.00000
Chryseobacterium lactis	1241981	S	42	-42	0	0.00000
Elizabethkingia meningoseptica	238	S	71	-71	0	0.00000
Elizabethkingia anophelis	1117645	S	53	-53	0	0.00000
Elizabethkingia sp. JS20170427COW	2583851	S	15	-15	0	0.00000
Elizabethkingia miricola	172045	S	16	-16	0	0.00000
Elizabethkingia ursingii	1756150	S	13	-13	0	0.00000
Apibacter sp. B3706	2656760	S	34	-34	0	0.00000
Apibacter raozihei	2500547	S	18	-18	0	0.00000
Empedobacter brevis	247	S	41	-41	0	0.00000
Empedobacter falsenii	343874	S	19	-19	0	0.00000
Empedobacter stercoris	1628248	S	18	-18	0	0.00000
Ornithobacterium rhinotracheale	28251	S	61	-61	0	0.00000
Cruoricaptor ignavus	1118202	S	50	-50	0	0.00000
Riemerella anatipestifer	34085	S	37	-37	0	0.00000
Cloacibacterium normanense	237258	S	37	-37	0	0.00000
Weeksella virosa	1014	S	34	-34	0	0.00000
Bergeyella cardium	1585976	S	11	-11	0	0.00000
Blattabacterium cuenoti	1653831	S	177	-177	0	0.00000
Owenweeksia hongkongensis	253245	S	34	-34	0	0.00000
Fluviicola taffensis	191579	S	16	-16	0	0.00000
Hymenobacter sp. PAMC 26554	1484116	S	150	-150	0	0.00000
Hymenobacter sp. DG01	2584940	S	88	-88	0	0.00000
Hymenobacter sp. BT182	2697562	S	88	-88	0	0.00000
Hymenobacter sp. PAMC 26628	1484118	S	76	-76	0	0.00000
Hymenobacter sp. S2-20-2	2761579	S	71	-71	0	0.00000
Hymenobacter sp. BT18	2724192	S	70	-70	0	0.00000
Hymenobacter sp. DG25A	1385663	S	53	-53	0	0.00000
Hymenobacter sp. NBH84	2596915	S	53	-53	0	0.00000
Hymenobacter sp. APR13	1356852	S	48	-48	0	0.00000
Hymenobacter sp. 17J36-26	2496028	S	46	-46	0	0.00000
Hymenobacter sp. TS19	2735321	S	40	-40	0	0.00000
Hymenobacter sp. BRD128	2675878	S	38	-38	0	0.00000
Hymenobacter sp. DG25B	1385664	S	32	-32	0	0.00000
Hymenobacter sp. BRD67	2675877	S	30	-30	0	0.00000
Hymenobacter sp. HDW8	2714932	S	18	-18	0	0.00000
Hymenobacter nivis	1850093	S	116	-116	0	0.00000
Hymenobacter sedentarius	1411621	S	89	-89	0	0.00000
Hymenobacter qilianensis	1385715	S	88	-88	0	0.00000
Hymenobacter jejuensis	2502781	S	77	-77	0	0.00000
Hymenobacter oligotrophus	2319843	S	43	-43	0	0.00000
Hymenobacter swuensis	1446467	S	38	-38	0	0.00000
Hymenobacter baengnokdamensis	2615203	S	29	-29	0	0.00000
Pontibacter akesuensis	388950	S	110	-110	0	0.00000
Pontibacter sp. SGAir0037	2571030	S	99	-99	0	0.00000
Pontibacter russatus	2694929	S	89	-89	0	0.00000
Pontibacter actiniarum	323450	S	48	-48	0	0.00000
Pontibacter pudoricolor	2694930	S	34	-34	0	0.00000
Pontibacter korlensis	400092	S	27	-27	0	0.00000
Rufibacter sp. DG15C	1379909	S	73	-73	0	0.00000
Rufibacter sp. DG31D	1379910	S	63	-63	0	0.00000
Rufibacter tibetensis	512763	S	44	-44	0	0.00000
Adhaeribacter swui	2086471	S	45	-45	0	0.00000
Adhaeribacter sp. KUDC8001	2745197	S	24	-24	0	0.00000
Nibribacter sp. BT10	2698458	S	35	-35	0	0.00000
Spirosoma sp. CJU-R4	2728024	S	180	-180	0	0.00000
Spirosoma sp. TS118	2735870	S	121	-121	0	0.00000
Spirosoma sp. KUDC1026	2745947	S	79	-79	0	0.00000
Spirosoma sp. KCTC 42546	2520506	S	40	-40	0	0.00000
Spirosoma sp. BT328	2692134	S	29	-29	0	0.00000
Spirosoma sp. PL0136	2710596	S	17	-17	0	0.00000
Spirosoma sp. I-24	2666025	S	15	-15	0	0.00000
Spirosoma montaniterrae	1178516	S	79	-79	0	0.00000
Spirosoma rigui	564064	S	58	-58	0	0.00000
Spirosoma radiotolerans	1379870	S	49	-49	0	0.00000
Spirosoma pollinicola	2057025	S	49	-49	0	0.00000
Spirosoma aerolatum	1211326	S	30	-30	0	0.00000
Runella sp. SP2	2268026	S	53	-53	0	0.00000
Runella sp. HYN0085	2259595	S	25	-25	0	0.00000
Runella slithyformis	106	S	62	-62	0	0.00000
Dyadobacter fermentans	94254	S	140	-140	0	0.00000
Fibrella aestuarina	651143	S	61	-61	0	0.00000
Fibrella sp. ES10-3-2-2	1834519	S	57	-57	0	0.00000
Rhodocytophaga sp. 172606-1	2704465	S	77	-77	0	0.00000
Cytophaga hutchinsonii	985	S	47	-47	0	0.00000
Leadbetterella byssophila	316068	S	32	-32	0	0.00000
Allopseudarcicella aquatilis	998844	S	24	-24	0	0.00000
Arcticibacterium luteifluviistationis	1784714	S	21	-21	0	0.00000
Echinicola vietnamensis	390884	S	46	-46	0	0.00000
Echinicola strongylocentroti	1795355	S	31	-31	0	0.00000
Echinicola sp. LN3S3	2591634	S	30	-30	0	0.00000
Echinicola rosea	1807691	S	27	-27	0	0.00000
Algoriphagus sp. Y33	2772483	S	43	-43	0	0.00000
Algoriphagus machipongonensis	388413	S	18	-18	0	0.00000
Algoriphagus sanaruensis	1727163	S	18	-18	0	0.00000
Aquiflexum balticum	280473	S	54	-54	0	0.00000
Cyclobacterium amurskyense	320787	S	25	-25	0	0.00000
Belliella baltica	232259	S	25	-25	0	0.00000
Chryseolinea soli	2321403	S	117	-117	0	0.00000
Flammeovirga sp. MY04	1191459	S	53	-53	0	0.00000
Flammeovirga pectinis	2494373	S	43	-43	0	0.00000
Roseivirga pacifica	1267423	S	45	-45	0	0.00000
Bernardetia litoralis	999	S	28	-28	0	0.00000
Marivirga tractuosa	1006	S	24	-24	0	0.00000
Mucilaginibacter sp. G2-14	2740462	S	61	-61	0	0.00000
Mucilaginibacter sp. HYN0043	2305508	S	56	-56	0	0.00000
Mucilaginibacter sp. 14171R-50	2703789	S	37	-37	0	0.00000
Mucilaginibacter sp. F39-2	2728022	S	34	-34	0	0.00000
Mucilaginibacter sp. PAMC 26640	1300914	S	32	-32	0	0.00000
Mucilaginibacter paludis	423351	S	66	-66	0	0.00000
Mucilaginibacter rubeus	2027860	S	59	-59	0	0.00000
Mucilaginibacter ginsenosidivorax	862126	S	47	-47	0	0.00000
Mucilaginibacter ginsenosidivorans	398053	S	39	-39	0	0.00000
Mucilaginibacter xinganensis	1234841	S	34	-34	0	0.00000
Mucilaginibacter gotjawali	1550579	S	30	-30	0	0.00000
Mucilaginibacter mallensis	652787	S	27	-27	0	0.00000
Pedobacter sp. CJ43	2605747	S	42	-42	0	0.00000
Pedobacter sp. KBS0701	2578106	S	34	-34	0	0.00000
Pedobacter sp. HDW13	2714940	S	28	-28	0	0.00000
Pedobacter sp. eg	2201271	S	27	-27	0	0.00000
Pedobacter sp. PACM 27299	1727164	S	24	-24	0	0.00000
Pedobacter sp. G11	2482728	S	21	-21	0	0.00000
Pedobacter sp. JBR3-12	2789740	S	18	-18	0	0.00000
Pedobacter sp. SW-16	2766984	S	16	-16	0	0.00000
Pedobacter suwonensis	332999	S	48	-48	0	0.00000
Pedobacter roseus	336820	S	42	-42	0	0.00000
Pedobacter cryoconitis	188932	S	30	-30	0	0.00000
Pedobacter ginsengisoli	363852	S	25	-25	0	0.00000
Pedobacter steynii	430522	S	22	-22	0	0.00000
Pedobacter heparinus	984	S	17	-17	0	0.00000
Sphingobacterium sp. CZ-2	2557994	S	44	-44	0	0.00000
Sphingobacterium sp. DR205	2713573	S	44	-44	0	0.00000
Sphingobacterium sp. ML3W	1538644	S	25	-25	0	0.00000
Sphingobacterium sp. dk4302	2662364	S	22	-22	0	0.00000
Sphingobacterium sp. B29	1933220	S	12	-12	0	0.00000
Sphingobacterium thalpophilum	259	S	47	-47	0	0.00000
Sphingobacterium psychroaquaticum	561061	S	32	-32	0	0.00000
Sphingobacterium lactis	797291	S	32	-32	0	0.00000
Sphingobacterium daejeonense	371142	S	27	-27	0	0.00000
Sphingobacterium mizutaii	1010	S	18	-18	0	0.00000
Sphingobacterium multivorum	28454	S	17	-17	0	0.00000
Sphingobacterium hotanense	649196	S	11	-11	0	0.00000
Anseongella ginsenosidimutans	496056	S	89	-89	0	0.00000
Solitalea canadensis	995	S	46	-46	0	0.00000
Pseudopedobacter saltans	151895	S	33	-33	0	0.00000
Olivibacter sp. SDN3	2764720	S	18	-18	0	0.00000
Chitinophaga sp. XS-30	2604421	S	95	-95	0	0.00000
Chitinophaga sp. H33E-04	2703787	S	83	-83	0	0.00000
Chitinophaga sp. MD30	2033437	S	75	-75	0	0.00000
Chitinophaga sp. 1303	2725414	S	10	-10	0	0.00000
Chitinophaga pinensis	79329	S	167	-167	0	0.00000
Chitinophaga caeni	2029983	S	32	-32	0	0.00000
Arachidicoccus sp. BS20	1850526	S	62	-62	0	0.00000
Arachidicoccus sp. B3-10	2545455	S	29	-29	0	0.00000
Arachidicoccus soli	2341117	S	61	-61	0	0.00000
Arachidicoccus ginsenosidivorans	496057	S	47	-47	0	0.00000
Flavisolibacter tropicus	1492898	S	52	-52	0	0.00000
Flavisolibacter sp. 17J28-1	2502779	S	36	-36	0	0.00000
Flavisolibacter ginsenosidimutans	661481	S	24	-24	0	0.00000
Niabella soli	446683	S	45	-45	0	0.00000
Niabella ginsenosidivorans	1176587	S	42	-42	0	0.00000
Pseudobacter ginsenosidimutans	661488	S	67	-67	0	0.00000
Paraflavitalea soli	2315862	S	63	-63	0	0.00000
Panacibacter ginsenosidivorans	1813871	S	58	-58	0	0.00000
Lacibacter sp. S13-6-6	2760713	S	52	-52	0	0.00000
Flavihumibacter sp. SB-02	2676868	S	50	-50	0	0.00000
Filimonas lacunae	477680	S	40	-40	0	0.00000
Niastella koreensis	354356	S	39	-39	0	0.00000
Rhodothermus marinus	29549	S	172	-172	0	0.00000
Salinibacter ruber	146919	S	78	-78	0	0.00000
Haliscomenobacter hydrossis	2350	S	46	-46	0	0.00000
Saprospira grandis	1008	S	16	-16	0	0.00000
Chlorobium phaeobacteroides	1096	S	56	-56	0	0.00000
Chlorobium limicola	1092	S	44	-44	0	0.00000
Chlorobium phaeovibrioides	1094	S	29	-29	0	0.00000
Chlorobium chlorochromatii	337090	S	25	-25	0	0.00000
Pelodictyon phaeoclathratiforme	34090	S	56	-56	0	0.00000
Pelodictyon luteolum	1100	S	44	-44	0	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	76	-76	0	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	45	-45	0	0.00000
Prosthecochloris sp. GSB1	281093	S	15	-15	0	0.00000
Prosthecochloris aestuarii	1102	S	20	-20	0	0.00000
Chlorobaculum limnaeum	274537	S	69	-69	0	0.00000
Chlorobaculum parvum	274539	S	45	-45	0	0.00000
Chlorobaculum tepidum	1097	S	24	-24	0	0.00000
Chloroherpeton thalassium	100716	S	22	-22	0	0.00000
Melioribacter roseus	1134405	S	56	-56	0	0.00000
Ignavibacterium album	591197	S	33	-33	0	0.00000
Candidatus Cyclonatronum proteinivorum	1457365	S	43	-43	0	0.00000
Gemmatimonas sp. TET16	2732249	S	144	-144	0	0.00000
Gemmatimonas aurantiaca	173480	S	35	-35	0	0.00000
Gemmatirosa kalamazoonesis	861299	S	46	-46	0	0.00000
Fibrobacter succinogenes	833	S	133	-133	0	0.00000
Candidatus Cloacimonas acidaminovorans	456827	S	18	-18	0	0.00000
Roseburia intestinalis	166486	S	433478	-433478	0	0.00000
Roseburia hominis	301301	S	66992	-66992	0	0.00000
Blautia sp. SC05B48	2479767	S	93006	-93006	0	0.00000
Blautia sp. LZLJ-3	2779518	S	3030	-3030	0	0.00000
Blautia producta	33035	S	5323	-5323	0	0.00000
Blautia argi	1912897	S	4718	-4718	0	0.00000
Blautia hansenii	1322	S	4478	-4478	0	0.00000
Anaerostipes hadrus	649756	S	70622	-70622	0	0.00000
Anaerostipes rhamnosivorans	1229621	S	3666	-3666	0	0.00000
Anaerostipes caccae	105841	S	1115	-1115	0	0.00000
Lachnospira eligens	39485	S	45441	-45441	0	0.00000
Anaerobutyricum hallii	39488	S	28178	-28178	0	0.00000
[Clostridium] scindens	29347	S	4969	-4969	0	0.00000
Lachnoclostridium phocaeense	1871021	S	4672	-4672	0	0.00000
Lachnoclostridium sp. YL32	1834196	S	2062	-2062	0	0.00000
Lachnoclostridium phytofermentans	66219	S	1719	-1719	0	0.00000
[Clostridium] hylemonae	89153	S	1683	-1683	0	0.00000
Enterocloster bolteae	208479	S	9532	-9532	0	0.00000
